,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7
273,0,0,0,0,2,6,5,3,4,3,2,5,1,5,1,6,2,2,5,5,2,3,4,6,2,6,3,4,1,2,4,3,1,6,6,3,9,2,3,2,8,4,2,3,5,2,3,3,7,5,3,3,0,0,0
274,10,11,14,16,11,11,4,15,12,5,12,8,8,9,13,8,11,10,17,6,8,7,6,7,9,6,4,11,4,8,7,10,5,14,5,8,13,5,10,5,13,12,12,8,14,7,4,4,8,11,10,2,6,7,0
275,0,0,0,0,3,6,1,7,5,5,5,6,12,6,9,5,11,13,7,14,11,4,7,7,7,5,14,6,14,4,10,10,10,7,3,9,3,3,3,5,11,2,4,6,6,8,4,8,3,9,7,9,5,0,0
276,0,0,0,0,2,2,7,10,4,9,11,12,11,10,7,10,10,7,4,12,15,8,7,12,7,7,12,9,11,6,5,4,6,7,9,6,6,6,4,6,7,2,9,13,6,7,5,7,5,7,8,3,7,1,0
277,0,0,0,3,5,3,14,14,13,13,8,10,9,16,15,12,38,11,19,12,11,15,11,18,8,12,17,13,20,13,58,11,7,17,8,10,10,11,12,19,17,16,26,19,7,15,11,13,12,13,12,8,7,4,0
278,0,0,0,0,4,7,9,11,7,10,5,11,4,10,5,7,10,3,7,16,10,3,9,7,7,9,8,10,10,11,9,9,8,10,10,6,13,2,8,9,8,1,5,13,7,6,6,5,5,5,7,3,6,1,0
279,0,1,1,0,6,5,20,15,10,15,12,15,7,13,19,15,20,13,21,7,10,21,12,9,15,6,17,18,14,19,16,9,25,27,15,10,12,12,14,18,30,14,18,15,13,14,9,21,13,15,10,12,12,2,0
280,1,0,0,0,2,4,7,11,4,9,7,9,3,6,13,7,8,14,11,10,11,6,12,6,13,7,9,6,6,10,10,9,14,10,7,9,2,8,4,8,11,11,7,12,11,8,9,5,4,4,6,10,7,0,0
281,0,0,0,1,4,6,19,19,11,10,7,10,13,10,15,7,23,15,11,13,8,9,11,13,10,13,14,14,15,16,8,13,18,18,11,6,5,15,11,4,11,19,11,15,9,8,12,7,4,17,10,7,12,0,0
282,0,0,0,2,7,9,9,10,7,6,6,12,12,9,8,4,7,9,11,11,8,11,3,6,5,7,9,11,7,8,11,16,9,6,3,8,5,8,8,7,8,8,13,14,8,4,8,6,5,9,10,4,8,0,0
283,1,0,0,4,5,8,16,13,11,10,10,8,8,8,10,15,12,14,15,22,6,3,10,13,12,6,17,9,14,9,5,9,8,10,9,6,8,4,9,13,8,8,11,6,16,17,10,6,9,5,5,4,11,3,0
284,0,0,0,2,5,5,9,10,9,9,9,11,6,13,10,9,16,10,10,16,16,8,8,12,12,3,14,11,13,6,17,7,9,14,21,9,4,12,9,11,15,10,18,8,9,6,6,14,10,12,15,3,11,2,0
285,0,0,0,1,4,6,5,8,12,18,8,7,8,16,8,14,11,6,2,12,12,11,12,4,10,9,8,7,9,11,9,15,9,12,4,10,3,15,15,9,8,10,14,6,16,12,7,5,13,10,7,4,9,4,0
286,0,0,0,2,2,5,9,10,11,8,8,6,4,11,13,10,12,14,7,6,17,13,13,12,9,8,13,11,14,9,16,10,8,9,12,4,5,11,8,7,20,10,8,10,13,14,7,3,4,5,11,5,5,2,0
287,0,0,0,0,1,0,10,15,12,9,13,12,14,12,11,14,18,13,13,13,18,10,17,11,17,13,5,12,10,12,12,12,11,21,16,12,11,14,16,16,16,17,24,20,16,18,9,7,19,10,16,15,16,2,0
288,0,0,0,0,0,0,4,18,8,12,8,10,10,7,16,13,20,12,7,10,11,18,10,8,5,10,11,14,13,8,7,13,10,18,11,7,13,2,17,9,23,13,19,9,10,17,10,10,9,8,14,13,9,9,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,3,6,1,4,2,0,2,3,2,0,5,3,0,3,4,2,2,0,2,2,2,3,5,0,4,1,2,0,1,2,0,3,3,3,0,2,3,2,0,3,3,1,1,0,1,2,2,0
291,0,0,0,0,0,1,0,1,8,1,7,4,6,1,7,3,6,3,4,3,1,1,3,1,4,6,3,9,8,2,1,3,0,3,1,6,4,1,4,3,8,5,5,4,5,6,4,1,9,2,5,3,0,0,0
292,0,2,0,5,5,2,5,7,2,3,2,3,5,2,10,1,1,3,7,2,2,0,0,4,4,1,1,7,8,3,4,0,1,4,0,2,5,0,5,10,3,3,4,2,3,1,0,4,2,3,3,2,6,1,0
293,0,0,0,1,0,1,8,1,4,7,6,2,10,8,9,9,13,9,8,10,8,5,4,4,3,3,2,4,4,16,3,3,1,5,4,2,3,0,0,1,3,1,4,1,1,4,2,6,4,2,2,3,4,0,0
294,1,0,0,0,0,0,10,15,5,12,7,9,11,9,7,19,8,13,19,19,11,17,13,7,8,7,10,10,16,18,17,16,30,20,19,9,11,9,10,9,9,11,10,10,15,13,8,13,12,9,12,4,14,3,0
295,0,0,1,0,1,0,7,6,4,6,4,2,5,6,4,4,5,7,2,37,25,6,8,8,10,8,9,11,10,16,15,17,13,14,7,1,15,9,11,5,10,6,8,6,12,8,13,5,8,10,12,9,15,0,0
296,0,0,0,0,2,2,8,14,11,7,8,5,9,4,13,12,11,13,13,12,10,12,12,14,14,6,11,12,9,13,10,4,6,12,15,4,6,4,7,16,7,9,13,10,11,8,7,5,6,4,10,7,12,0,0
297,0,0,0,0,0,0,19,18,15,21,22,22,14,14,15,18,24,24,22,21,14,27,18,18,27,34,39,33,31,26,35,32,31,39,30,24,38,16,23,20,32,31,14,7,5,6,3,5,22,20,15,17,13,1,0
298,0,0,0,0,0,3,14,5,18,13,6,2,18,11,17,23,28,14,14,29,17,11,4,3,20,8,18,16,28,25,20,23,24,18,17,17,13,12,11,19,25,18,26,16,24,28,14,9,21,12,7,8,9,1,0
299,0,0,0,0,0,1,24,21,37,14,10,44,26,17,26,15,20,35,28,23,20,40,14,12,32,17,22,35,31,9,24,21,10,11,5,1,39,15,12,38,28,10,41,33,24,32,15,7,33,24,20,22,24,3,0
300,0,0,0,0,0,1,12,4,3,8,1,3,9,8,11,8,11,14,9,10,10,12,14,19,17,6,8,14,12,7,14,11,10,17,12,11,8,5,9,17,10,17,9,12,2,2,0,5,6,7,9,7,9,3,0
301,0,0,0,0,0,1,14,9,10,12,8,11,15,10,18,14,26,13,21,14,13,13,17,15,19,4,15,7,16,13,10,17,11,14,7,21,17,2,17,16,15,6,12,10,15,15,9,3,8,8,5,5,3,0,0
302,0,0,0,0,0,0,7,10,16,13,10,9,8,9,15,7,8,9,14,14,14,12,11,14,11,5,21,5,14,7,13,20,15,14,18,12,11,10,15,16,21,11,14,16,16,19,9,9,8,9,12,3,12,19,0
303,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,2,0,0,0,2,1,0,0,11,16,14,26,11,16,10,14,14,9,9,20,10,13,4,17,15,9,14,7,5,2,5,0,3,0,0,1,0,1,0,0
305,0,0,0,0,0,0,9,0,0,0,0,0,9,11,12,11,13,12,15,9,17,7,9,16,19,17,24,13,30,23,24,23,24,49,50,38,44,36,29,33,54,42,38,28,22,27,30,20,10,16,18,15,23,19,0
305,0,0,0,0,0,0,9,0,0,0,0,0,9,11,12,11,13,12,15,9,17,7,9,16,19,17,24,13,30,23,24,23,24,49,50,38,44,36,29,33,54,42,38,28,22,27,30,20,10,16,18,15,23,19,0
306,0,0,0,0,0,2,14,9,2,8,10,4,9,9,9,4,8,5,8,9,10,16,13,6,7,8,13,4,7,13,2,4,6,5,6,8,8,5,7,15,10,10,9,14,5,9,15,7,5,4,8,5,11,8,0
307,0,0,0,0,0,0,9,26,5,19,11,30,9,31,23,35,30,21,21,31,21,20,24,24,16,16,28,29,31,25,34,30,19,27,26,41,33,16,23,29,26,19,3,4,31,22,23,19,20,24,25,23,11,0,0
308,1,0,1,0,0,1,14,9,8,12,1,11,5,12,7,6,12,6,7,18,43,16,11,7,12,7,18,7,8,5,5,11,15,13,10,10,5,7,15,14,10,9,38,14,10,12,13,11,8,4,12,18,9,13,1
309,0,0,0,0,0,1,5,17,8,13,6,7,13,12,8,16,9,12,4,10,18,13,12,6,8,8,20,10,13,10,12,10,13,16,15,8,13,7,13,9,15,15,10,9,18,14,4,9,24,8,14,10,15,0,0
310,0,0,0,0,0,0,1,1,69,85,90,60,56,95,79,63,78,87,73,100,92,93,142,91,101,76,107,58,69,102,128,159,113,132,116,113,144,82,86,80,100,80,100,82,96,110,88,72,53,91,67,60,83,74,0
311,1,0,0,0,0,0,0,0,93,74,107,83,64,67,92,74,81,92,75,97,72,78,178,130,92,59,102,100,80,116,110,103,99,100,118,87,109,65,86,86,113,100,116,97,91,111,93,105,83,85,79,75,77,71,0
312,0,0,0,0,0,0,0,0,78,84,95,87,63,79,80,58,68,81,70,66,90,92,103,108,108,65,98,71,62,78,80,100,84,106,83,81,77,54,88,92,83,80,91,81,71,87,82,78,64,90,98,98,81,52,0
313,0,0,0,0,0,0,0,0,4,6,21,6,2,11,8,10,7,9,7,7,13,5,20,9,13,8,13,15,14,7,12,13,16,12,9,10,10,10,10,4,14,8,3,10,8,5,10,9,3,7,4,2,8,3,0
314,0,0,0,0,0,0,2,0,75,46,56,50,39,67,59,77,69,49,64,66,48,75,60,58,69,61,54,50,74,67,58,78,69,80,62,75,76,62,82,66,71,69,56,72,46,63,52,53,58,61,60,39,82,43,0
315,0,2,1,0,0,0,0,2,65,65,66,52,49,49,66,64,74,76,59,79,58,70,108,68,110,67,89,64,83,72,103,104,63,106,85,90,115,63,95,74,84,84,82,81,85,98,73,85,47,76,66,51,69,25,0
316,0,0,0,0,0,0,2,0,77,61,79,65,40,73,81,58,61,78,70,78,59,81,98,102,75,51,90,64,76,76,71,83,76,99,73,73,88,56,94,80,87,92,79,79,74,73,73,69,51,80,77,66,65,55,0
317,0,0,0,0,0,0,1,0,17,20,18,28,18,37,20,13,23,26,24,25,19,19,26,21,20,16,23,27,24,18,28,28,24,27,23,30,32,29,26,30,30,21,32,31,25,28,22,24,20,21,23,15,19,8,0
318,0,0,0,0,0,0,0,3,17,17,17,17,14,12,21,18,26,20,26,23,20,18,25,24,20,10,38,15,22,26,28,28,35,36,28,30,35,23,35,18,22,24,26,24,31,26,27,25,24,24,22,25,27,21,0
319,0,0,0,0,0,0,1,0,37,35,16,25,21,20,32,29,29,21,28,28,32,45,55,34,32,28,35,27,31,25,29,28,33,27,40,34,30,26,17,19,28,28,22,23,29,31,22,30,20,24,40,26,23,12,0
320,2,0,2,0,0,0,0,2,32,29,28,28,13,29,36,32,28,31,19,29,33,27,60,60,53,33,46,19,43,59,47,49,50,66,55,41,66,52,37,33,48,31,36,29,29,39,36,40,40,30,31,24,32,23,0
321,0,0,0,0,0,0,1,0,32,35,39,33,23,27,40,35,42,31,33,36,37,38,63,43,55,33,51,33,29,46,51,53,34,73,46,62,66,57,53,50,33,35,44,50,31,42,49,49,37,47,52,32,48,15,0
322,0,1,0,0,0,1,0,1,54,85,75,81,39,64,61,72,61,60,61,70,75,77,75,77,90,70,79,86,91,112,81,84,93,103,77,63,99,70,64,87,103,81,106,84,83,94,70,81,64,89,75,66,65,80,0
323,1,0,0,0,0,0,0,1,19,15,21,15,21,26,21,14,14,27,26,13,23,17,32,20,19,14,24,16,17,17,20,30,15,21,33,46,29,33,23,21,25,28,33,24,18,22,19,20,12,26,27,14,20,15,0
324,0,0,0,0,0,0,0,1,34,35,31,32,23,32,26,18,34,28,28,30,36,35,35,40,25,25,33,37,32,38,38,39,26,38,27,33,23,29,30,25,33,28,37,34,36,30,33,34,30,46,40,27,29,29,0
325,0,0,0,0,0,0,0,0,42,50,52,45,28,48,53,45,54,45,42,45,51,63,68,93,61,42,59,56,52,54,69,61,80,81,64,66,85,65,59,56,58,47,65,48,38,52,44,38,49,36,40,50,37,25,0
326,0,0,1,0,0,0,0,0,29,29,33,23,24,24,25,12,22,19,24,20,24,25,32,28,27,15,21,26,30,19,20,22,28,32,34,27,29,18,23,22,22,20,34,28,25,28,26,27,36,22,27,18,24,9,0
327,0,1,0,1,0,0,0,2,40,57,63,56,33,54,71,50,49,43,36,36,35,47,68,45,66,44,52,55,53,57,63,60,53,68,59,49,64,43,56,52,54,46,60,58,61,53,69,49,40,50,57,46,54,39,0
328,0,0,0,0,0,0,0,0,56,38,42,27,44,26,32,41,42,23,33,57,36,49,40,54,65,36,50,37,45,59,73,73,45,80,53,55,104,60,46,39,33,42,51,40,38,36,71,55,41,49,52,38,42,33,0
329,1,0,1,0,0,0,0,5,87,68,81,90,75,59,64,88,72,58,77,88,62,91,119,99,138,100,86,98,71,107,136,136,125,132,131,118,110,101,89,91,116,83,106,89,84,88,120,89,77,52,71,69,81,73,0
330,0,0,1,0,0,0,0,9,49,46,48,43,37,36,40,36,41,41,46,59,43,45,72,46,64,35,55,44,37,70,47,65,56,65,60,48,59,62,44,43,65,52,46,60,40,42,47,52,40,36,48,27,41,32,0
331,1,0,0,0,0,0,0,1,57,53,56,53,35,54,51,41,44,45,46,58,53,66,65,66,59,41,51,52,65,57,67,47,68,78,62,63,68,51,45,63,63,64,61,77,61,55,46,55,56,59,54,43,49,41,0
332,1,1,2,1,1,0,0,1,41,61,57,50,37,48,64,50,55,45,59,59,67,72,114,96,83,58,89,63,60,80,107,84,103,117,69,110,116,70,72,76,75,49,82,58,56,61,63,59,49,56,49,49,55,59,0
333,0,0,0,0,0,0,0,1,67,71,67,69,48,68,69,57,73,79,51,87,63,80,68,97,67,40,105,61,69,65,64,75,77,75,59,81,69,67,66,67,74,73,68,50,56,60,53,82,51,78,55,76,70,69,0
334,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,1,1,4,1,1,1,1,0,0,0,0,5,5,3,0,2,4,3,0,1,3,1,3,2,2,1,2,2,0,1,2,1,1,1,4,2,2,1,0
335,0,0,0,0,0,0,2,1,0,1,1,0,3,5,5,4,4,4,6,1,2,0,2,0,0,0,0,1,4,4,3,4,3,1,1,4,4,3,2,3,9,2,9,3,6,3,1,2,2,4,4,1,2,0,0
336,0,0,0,0,0,6,14,10,8,7,12,7,7,10,17,16,19,25,9,13,5,8,9,10,6,2,12,10,12,7,8,10,4,7,7,7,12,9,10,9,11,7,14,8,7,6,6,8,4,8,11,16,21,6,0
337,0,0,0,0,0,2,3,1,0,0,0,0,1,1,5,1,4,3,1,1,0,1,0,1,2,0,0,1,2,2,1,2,2,1,5,0,1,0,1,3,1,3,4,2,3,3,0,0,6,0,2,4,2,2,0
338,0,0,0,0,0,0,3,1,2,6,5,1,1,0,7,5,2,4,7,4,0,4,4,1,3,1,2,1,2,2,4,7,2,6,3,1,5,3,3,3,4,2,5,5,3,1,2,1,3,2,3,6,4,1,0
339,0,0,0,0,0,0,8,0,0,0,0,1,3,5,8,4,9,15,8,3,3,2,7,2,4,1,0,8,12,11,11,12,9,6,7,7,5,3,7,14,5,10,10,14,5,13,6,12,6,9,10,8,6,5,0
340,0,0,0,0,0,0,5,0,0,0,1,0,2,4,6,7,2,9,5,1,1,1,0,0,2,2,2,3,9,6,3,3,1,5,5,1,8,5,5,3,7,7,4,2,3,4,5,2,2,3,8,2,4,3,0
341,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,2,4,3,1,2,0,0,0,1,0,0,1,3,4,2,1,1,3,2,1,0,3,0,1,1,2,1,2,1,0,2,1,2,0,0,0,3,0,0,0
342,0,0,1,0,0,2,3,0,1,0,1,3,6,12,4,5,4,8,2,3,2,7,0,5,12,2,2,7,3,5,6,6,4,6,2,3,6,0,6,5,5,3,7,6,5,4,0,5,6,8,2,1,9,1,0
343,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,1,2,2,1,2,0,0,1,1,0,1,2,3,4,2,0,0
344,0,0,0,0,0,0,0,0,0,0,2,0,6,17,10,16,14,11,11,7,13,10,11,8,8,5,15,13,7,3,0,1,1,14,2,3,11,10,11,6,11,12,11,3,12,12,4,6,4,14,6,10,9,0,0
345,0,0,0,0,1,0,16,13,13,9,11,17,17,14,12,18,11,23,32,32,20,19,8,12,16,4,18,14,15,15,14,13,11,20,13,11,6,10,15,11,19,13,16,18,15,16,9,13,10,11,6,9,10,5,0
346,0,0,0,0,0,0,6,8,10,12,13,13,13,27,11,10,17,14,19,15,10,13,13,16,11,2,7,14,20,11,9,14,12,16,20,8,17,7,10,12,19,14,11,13,19,22,9,15,7,13,18,6,17,9,0
347,0,0,1,1,0,0,15,3,26,20,16,16,28,29,20,28,28,28,29,31,33,19,19,15,16,15,16,22,25,20,23,27,27,32,28,10,24,15,22,30,37,18,27,25,17,24,32,27,18,20,21,14,19,12,0
348,0,0,0,0,0,3,38,28,17,18,9,15,13,29,21,25,23,25,18,45,23,55,4,15,17,12,16,20,16,14,21,52,27,52,27,23,24,14,23,14,23,32,17,15,42,23,20,12,9,20,12,7,12,7,0
349,0,1,1,0,0,0,5,6,18,15,11,14,13,10,18,9,19,13,18,16,13,15,19,8,13,10,22,13,12,12,16,14,5,13,9,11,8,6,18,9,18,20,17,15,11,7,12,16,14,20,18,9,27,2,0
350,0,0,0,0,1,1,23,13,16,23,13,16,24,22,13,21,26,21,28,23,18,19,22,13,16,16,25,19,27,29,20,20,15,23,13,7,15,11,15,27,23,11,16,20,12,18,11,10,24,11,15,14,11,5,0
351,0,0,0,1,1,7,7,25,50,36,37,27,41,47,32,43,40,38,54,61,42,56,40,33,47,32,38,37,47,46,46,54,39,39,43,21,42,33,45,34,49,32,57,38,32,46,29,29,22,33,37,24,27,12,0
352,0,0,0,0,0,1,3,11,5,11,12,9,5,9,16,5,13,13,13,8,14,8,8,8,3,9,9,14,7,13,9,9,8,7,4,2,5,6,6,15,6,12,6,9,4,5,9,14,11,8,8,3,14,2,0
353,0,0,0,0,0,1,20,15,18,19,21,15,37,22,35,17,20,35,32,32,22,45,11,29,18,27,31,32,20,26,16,21,26,18,18,17,12,11,24,29,35,20,16,14,22,19,20,9,24,24,11,13,19,17,0
354,0,0,0,0,0,1,9,15,11,12,20,12,13,19,16,19,11,18,19,9,17,15,12,19,7,13,23,23,18,19,23,19,23,22,28,12,17,6,13,21,6,12,12,18,15,20,15,11,20,23,11,10,25,3,0
355,0,0,0,0,0,1,16,13,15,16,6,15,32,74,26,31,28,22,54,41,17,25,11,13,14,15,16,20,20,23,21,26,18,15,22,5,18,14,13,23,10,15,25,15,21,16,13,30,17,16,13,8,14,8,0
356,0,1,0,1,0,3,22,30,32,36,31,24,20,33,34,31,35,41,42,52,25,33,24,19,57,39,45,57,45,27,43,30,39,43,33,41,29,27,46,31,41,30,23,29,28,34,35,35,26,37,32,26,25,17,0
357,0,0,0,0,0,0,4,9,7,12,13,8,14,18,7,19,26,23,22,20,12,12,15,11,8,10,18,12,17,19,13,6,16,14,21,9,15,8,13,11,9,12,17,9,16,11,11,5,10,8,12,9,13,6,0
358,0,0,2,0,0,0,19,9,23,19,21,13,24,17,28,23,19,19,17,24,24,16,16,20,20,12,17,18,26,26,27,13,24,18,28,22,15,13,19,19,21,16,18,18,15,24,20,16,11,12,15,12,13,9,0
359,0,0,0,0,1,1,23,20,24,35,27,24,34,33,29,29,37,40,40,41,34,36,25,29,39,20,28,28,39,36,39,43,56,38,36,30,32,39,38,31,39,46,26,31,27,47,40,45,42,33,37,36,45,30,0
360,0,0,0,0,0,0,12,11,16,13,17,10,16,17,23,14,19,20,11,21,21,21,21,19,19,19,23,17,30,19,16,17,16,29,21,24,20,18,16,26,24,29,27,26,22,28,26,14,19,18,21,15,17,19,0
361,0,0,0,0,0,1,18,25,12,12,5,8,2,15,14,17,13,12,12,23,14,14,13,9,11,7,14,15,13,14,7,10,14,9,11,6,9,8,16,11,14,8,13,14,8,6,11,16,14,9,12,5,15,6,0
362,0,0,0,0,1,0,10,4,5,12,7,3,10,15,8,7,8,33,27,7,8,11,9,13,10,8,10,12,15,10,15,15,18,24,13,9,5,2,15,7,15,12,14,21,17,21,9,11,9,4,10,7,12,2,0
363,0,0,0,0,0,0,9,7,9,16,11,17,13,19,14,10,20,16,17,38,12,14,16,13,13,9,16,8,8,19,10,14,15,16,19,18,12,5,13,9,20,18,13,15,17,22,15,21,9,16,13,13,26,3,0
364,0,1,1,0,0,1,9,8,11,15,14,7,16,14,15,13,29,20,13,18,17,9,16,13,14,13,19,17,20,19,18,11,8,19,17,10,9,7,19,12,14,14,21,14,15,17,17,10,10,7,15,3,11,6,0
365,0,0,0,0,0,0,4,17,5,12,7,15,9,14,14,22,11,9,10,18,9,8,3,12,6,5,16,15,17,14,11,10,12,15,7,11,9,1,16,9,9,11,10,17,8,7,6,14,12,7,4,1,9,8,0
366,0,0,0,0,0,3,8,6,11,2,7,11,9,16,14,9,6,7,13,23,7,11,8,4,6,3,14,9,10,3,10,7,10,11,6,7,8,5,11,6,5,10,7,14,9,14,6,8,3,8,11,5,9,3,0
367,0,0,0,0,0,1,16,19,16,14,9,9,15,8,10,14,10,44,31,23,25,24,15,36,11,9,20,26,24,25,26,20,16,24,17,26,15,10,17,19,21,16,25,13,24,28,21,20,17,13,25,11,14,3,0
368,0,0,0,0,0,0,4,8,5,7,7,7,2,7,7,8,11,8,9,7,9,11,3,6,4,9,11,4,14,4,13,7,12,13,13,10,6,5,6,4,11,4,15,9,17,4,8,11,7,6,9,1,9,3,0
369,0,0,0,0,0,0,9,7,9,11,9,14,8,10,11,7,17,17,5,20,13,18,14,15,10,14,13,10,13,13,17,14,18,9,10,5,12,8,16,11,16,13,16,8,16,6,10,8,10,8,8,8,17,3,0
370,0,0,0,0,0,0,6,3,10,7,1,9,6,7,11,10,20,7,13,19,8,7,7,5,6,6,16,9,13,6,5,12,8,7,10,8,8,4,11,9,15,14,13,12,8,9,9,14,8,9,11,5,9,3,0
371,0,0,0,0,0,0,9,11,15,11,11,8,16,21,8,13,19,16,18,19,15,15,14,17,13,7,10,10,10,23,15,16,45,10,14,10,23,9,12,17,17,18,53,20,3,10,41,11,12,7,12,7,7,8,0
372,0,0,0,0,0,0,13,7,15,19,21,15,17,30,23,22,25,22,29,24,25,28,17,15,17,19,22,15,16,26,17,16,20,27,24,19,17,10,16,18,16,13,17,16,32,18,14,20,17,10,19,14,19,2,0
373,0,0,0,0,0,0,6,8,16,24,18,17,17,31,23,28,24,25,29,32,16,23,24,20,36,20,16,15,21,23,21,16,19,25,15,24,23,19,17,21,12,24,27,21,20,24,25,25,21,16,18,13,22,8,0
374,0,0,1,0,0,0,10,7,12,15,10,14,9,24,15,13,22,14,18,24,23,12,17,16,12,6,24,13,20,16,25,17,15,16,12,17,11,10,15,12,16,14,9,6,8,11,8,13,8,7,20,12,18,5,0
375,1,0,0,1,0,1,5,8,8,11,7,16,6,9,9,9,8,8,9,13,13,11,32,9,11,3,14,11,21,10,6,21,11,7,4,7,12,8,7,5,9,9,11,18,8,8,17,7,6,8,8,6,7,2,0
376,0,0,0,0,0,1,5,17,18,10,6,18,7,10,9,5,11,16,12,8,8,11,9,12,11,6,11,11,9,7,13,12,13,15,15,7,4,9,8,6,12,12,11,9,12,11,10,13,6,7,10,5,11,3,0
377,0,0,0,1,0,1,15,19,33,14,15,22,5,19,17,11,11,17,32,47,18,21,27,26,5,1,15,26,17,9,16,7,12,11,43,3,7,14,19,10,11,10,18,18,10,34,13,25,11,18,18,12,13,4,0
378,0,1,0,0,0,4,8,18,11,19,8,15,8,5,14,12,15,13,18,15,17,7,10,11,18,6,18,11,16,11,13,11,15,25,16,8,16,11,11,17,13,15,15,15,16,7,7,11,9,12,9,7,10,11,0
379,0,0,0,0,0,2,6,14,7,13,11,14,9,9,9,8,8,12,18,17,38,15,16,14,11,4,10,8,8,6,11,15,4,9,11,7,9,6,9,10,7,10,6,18,7,9,5,6,7,11,17,3,8,6,0
380,0,0,0,0,0,0,13,12,18,17,3,24,15,12,18,11,16,12,12,15,10,11,11,12,9,5,13,8,14,12,10,4,1,6,3,6,6,14,11,13,12,12,13,11,23,18,23,6,10,6,14,8,11,3,0
381,0,0,0,0,2,3,7,5,5,12,6,2,7,2,11,18,10,5,12,7,4,16,7,5,14,3,19,16,7,9,9,11,7,19,12,9,7,7,9,16,14,1,14,6,13,10,13,7,6,12,9,6,12,0,0
382,0,0,0,0,2,7,7,9,7,12,5,7,2,7,6,5,8,7,5,5,11,7,11,5,6,6,9,12,16,9,13,6,8,7,6,5,8,9,13,12,13,15,4,2,1,2,5,6,8,10,9,3,11,1,0
383,0,0,0,0,1,1,6,3,5,8,3,4,3,5,11,4,9,9,4,6,3,5,4,5,5,2,7,10,6,4,6,5,1,1,3,1,7,2,3,6,6,7,3,6,7,2,5,7,3,11,4,3,6,0,0
384,0,0,0,0,0,0,1,1,2,3,1,1,1,5,2,0,2,1,3,1,0,3,1,2,1,4,4,4,4,1,6,4,0,1,0,2,2,0,1,1,1,3,3,1,3,2,0,1,1,1,1,1,1,0,0
385,0,0,0,2,1,0,11,3,2,6,6,1,7,4,8,3,7,9,11,4,6,5,5,7,6,2,6,8,11,7,8,8,3,6,4,2,6,3,6,5,8,10,3,8,8,11,4,8,5,5,8,8,7,0,0
386,0,0,0,0,0,0,1,6,3,7,3,4,3,1,5,5,3,5,6,7,5,5,7,6,7,6,12,2,5,3,5,10,4,3,4,3,3,1,10,7,7,6,8,5,6,6,2,1,2,3,3,0,0,2,0
387,0,0,0,0,0,0,3,6,3,7,5,7,2,2,7,0,4,3,2,11,4,9,7,3,5,2,10,8,5,2,4,1,5,1,6,5,8,7,7,7,3,7,8,4,4,5,7,2,3,6,3,2,5,0,0
389,0,0,0,1,0,2,11,14,12,19,18,8,12,10,15,14,10,3,13,17,6,11,11,17,8,12,17,12,11,6,11,20,10,11,7,9,5,9,11,12,11,15,14,8,7,6,10,6,4,5,7,8,6,0,0
389,0,0,0,1,0,2,11,14,12,19,18,8,12,10,15,14,10,3,13,17,6,11,11,17,8,12,17,12,11,6,11,20,10,11,7,9,5,9,11,12,11,15,14,8,7,6,10,6,4,5,7,8,6,0,0
390,0,0,0,1,0,3,17,5,10,10,10,8,11,7,14,12,8,10,5,7,5,7,4,12,8,4,8,13,8,7,6,11,12,9,11,10,3,6,4,10,18,14,7,9,5,9,3,6,4,8,6,2,6,1,0
391,0,0,0,0,0,2,3,6,3,9,6,5,4,4,4,9,10,12,6,7,9,6,4,5,2,2,5,1,2,11,9,7,3,9,6,3,4,4,7,5,9,5,4,9,5,4,5,3,5,4,5,2,5,2,0
392,0,0,0,0,0,11,12,4,6,13,1,10,14,8,12,11,8,15,14,27,11,13,9,7,10,5,11,12,8,14,13,12,22,28,10,13,15,5,14,11,9,14,21,14,7,14,14,3,9,13,13,3,14,8,0
393,0,0,0,0,0,0,0,3,0,1,4,1,0,1,3,2,4,1,0,6,4,1,2,2,1,0,2,1,3,0,2,1,3,3,2,3,4,2,4,2,6,0,0,3,0,0,0,0,0,0,2,1,1,0,0
394,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0,0,1,2,0,2,3,1,5,1,2,2,1,3,1,1,0,2,1,2,0,0,1,1,1,1,2,2,3,4,2,1,0,1,0,1,1,1,0,1,0
