P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
7917_0,51,44,69,45,68,63,28,64,16,59,7,9,61,26,100,42,3,68,26,40,98,57,25,81,22,23,13,27,59,99,43,78,98,62,57,43,7,46,7,21,33,72,54,89,68,55,54,46,74,67,74,12,43,100,10,0,24,78,65,10,54,7,58,54,36,6,76,25,0,50,88,28,47,63,34,86,54,76,48,28,31,58,33,26,79,71,96,47,97,34,5,98,81,25,76,29,43,49,17,63,4,15,10,22,67,43,44,66,7,25,61,62,45,41,78,73,44,99,6,54
7917_1,74,78,98,30,15,85,48,51,12,32,24,92,61,70,95,39,57,23,35,99,97,97,90,92,51,95,18,86,20,3,48,17,86,86,99,9,98,93,88,21,34,62,24,41,65,63,96,30,68,84,71,83,48,63,9,33,20,50,56,96,67,6,34,83,44,24,66,38,55,87,89,58,67,55,76,57,88,3,20,30,64,68,56,27,80,76,90,92,19,79,72,90,25,80,4,81,69,47,74,45,73,59,34,51,66,2,85,68,26,76,36,83,98,81,61,91,17,89,41,72
7917_2,10,57,16,100,22,47,22,100,41,74,52,89,65,98,66,89,57,73,59,80,13,54,54,47,28,8,90,55,94,10,70,36,55,34,69,78,53,89,67,70,11,2,6,25,56,54,37,69,41,16,55,28,70,49,34,46,42,34,65,68,26,1,96,37,38,17,98,28,39,23,95,86,63,85,33,39,9,27,61,91,85,36,57,76,42,35,79,17,79,28,88,47,91,68,68,21,69,68,17,93,22,94,92,82,70,7,26,70,2,34,97,4,28,90,61,67,87,5,21,57
7917_3,4,90,4,17,70,11,76,51,86,43,76,71,94,9,76,36,36,30,25,58,17,27,48,80,99,27,47,94,80,14,41,72,55,39,63,16,20,70,54,34,8,52,78,98,100,55,15,54,73,6,10,35,91,52,94,75,57,25,22,16,90,4,63,26,42,84,6,25,50,58,45,87,19,18,81,1,77,75,51,36,40,14,53,52,41,83,27,60,39,37,3,65,2,55,36,5,93,54,24,44,11,42,35,40,86,16,1,24,87,80,78,25,3,84,17,48,61,84,24,63
7917_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7918_0,34,15,50,42,36,25,46,87,46,92,52,55,36,99,42,64,88,87,36,50,28,0,45,8,52,29,90,57,5,48,29,16,45,19,35,98,33,88,33,87,99,7,46,13,50,15,52,27,69,26,17,90,98,23,91,84,96,41,4,12,82,70,11,20,59,67,18,100,18,62,45,2,61,49,20,95,95,50,47,58,1,3,89,63,96,70,28,7,67,44,8,0,64,41,23,84,25,39,54,88,99,86,74,74,27,24,54,60,43,13,50,22,33,28,27,37,59,0,35,0
7918_1,78,22,27,29,87,75,28,57,58,70,95,11,34,94,20,44,62,9,25,86,44,74,52,41,15,24,87,10,23,41,9,49,6,4,96,37,6,12,20,50,22,75,22,27,16,4,35,7,32,4,83,9,29,81,57,47,65,8,53,38,34,41,44,25,27,75,34,39,84,38,28,25,65,12,94,29,7,75,39,27,4,91,7,77,46,19,19,72,95,18,84,71,70,35,39,56,64,62,21,80,88,6,93,79,73,34,5,67,53,90,0,52,71,61,47,32,3,29,64,83
7918_2,96,88,83,100,7,25,0,51,78,26,20,12,54,75,7,25,43,86,63,86,82,10,23,73,9,10,51,14,13,22,19,21,31,84,8,50,97,45,99,98,10,86,64,7,69,32,26,25,76,4,88,36,19,40,68,42,57,92,49,70,79,4,47,24,97,1,2,16,44,43,100,47,45,23,60,32,37,45,56,30,84,90,26,54,48,26,34,1,12,85,90,39,75,69,16,38,85,65,49,71,70,5,28,10,40,65,73,39,57,53,24,64,61,59,57,95,18,11,41,68
7918_3,27,19,14,29,29,68,80,23,29,46,53,76,90,40,40,19,37,38,10,99,33,60,11,13,35,53,14,43,77,77,22,27,23,85,75,26,63,59,45,86,64,98,52,55,67,85,6,57,77,86,18,73,52,83,32,86,19,0,57,15,2,93,67,88,41,55,66,45,3,4,89,2,70,36,88,40,78,64,77,28,27,13,73,55,98,49,68,19,26,47,34,93,28,58,14,79,71,41,30,12,21,41,53,90,72,4,8,3,71,16,54,46,73,34,100,94,89,36,40,15
7918_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7919_0,40,36,42,62,94,53,82,18,47,70,88,0,35,42,20,15,1,16,90,52,8,62,66,88,80,80,48,67,55,48,15,47,4,1,59,84,78,26,14,8,29,1,99,38,64,98,0,95,2,91,24,69,36,81,3,15,61,7,62,89,97,23,3,10,24,85,73,85,17,8,59,30,57,71,83,54,78,80,83,8,19,3,3,74,29,16,86,70,2,71,81,14,89,7,64,49,100,4,21,5,74,98,77,83,8,66,14,73,37,34,2,10,74,55,95,20,76,47,0,24
7919_1,82,3,82,20,74,91,53,89,67,44,21,77,64,66,27,31,21,66,22,71,49,18,62,80,59,84,88,98,5,8,89,58,86,77,7,67,70,93,87,66,99,5,6,5,48,76,89,79,53,9,82,4,11,55,33,21,10,98,10,50,68,57,26,30,21,44,97,52,69,3,98,86,93,70,53,43,72,20,87,63,8,27,90,14,81,17,39,31,56,86,12,0,50,10,23,90,30,8,98,35,83,56,30,46,40,63,74,18,0,85,18,78,72,57,38,76,14,27,27,29
7919_2,56,72,43,83,61,58,51,65,75,20,36,40,57,8,82,85,10,23,80,37,29,0,11,83,75,72,26,54,89,56,48,83,52,88,44,14,48,66,22,24,49,61,74,60,14,92,94,92,27,61,21,100,24,16,6,68,12,90,31,86,65,3,86,65,93,65,40,16,10,9,25,80,39,63,23,30,4,21,84,42,87,55,42,92,5,63,50,2,47,82,22,77,44,59,77,86,83,7,15,52,51,58,59,97,35,45,33,88,25,79,50,41,72,60,40,33,86,82,94,56
7919_3,80,45,78,100,1,45,20,34,27,39,35,46,69,13,32,20,32,37,93,20,51,41,52,66,13,100,18,0,4,71,36,33,71,13,0,64,90,91,94,80,72,9,73,93,44,80,77,87,44,56,54,34,100,60,100,93,65,85,67,25,78,27,22,81,32,21,31,90,89,69,23,64,96,24,8,54,30,87,44,24,38,72,28,40,55,9,9,65,100,15,11,9,53,95,95,84,74,52,27,46,60,16,71,96,18,83,26,47,2,52,63,6,11,62,13,64,96,46,26,42
7919_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7920_0,31,8,27,100,49,67,56,32,25,50,94,84,59,35,11,16,89,32,21,30,97,61,40,56,79,11,48,41,59,38,31,48,34,10,81,36,31,4,49,22,98,40,85,98,90,77,16,79,65,1,89,71,21,72,56,42,55,15,93,94,18,67,70,47,25,15,99,6,41,4,15,58,34,40,83,24,81,69,100,70,86,88,55,24,35,30,8,18,14,61,59,6,31,96,11,70,78,39,21,96,46,56,90,58,88,9,97,56,0,52,65,66,47,20,44,30,65,96,56,3
7920_1,79,80,55,55,96,69,10,45,99,74,91,14,24,19,43,2,94,68,26,92,48,33,13,79,11,33,9,11,86,95,23,45,4,3,37,48,37,57,80,100,74,86,36,55,15,96,30,85,49,100,34,14,51,75,20,17,30,5,71,90,8,85,76,77,26,65,55,79,11,61,90,46,36,83,10,94,51,41,6,11,45,81,26,91,25,41,37,14,9,13,33,10,38,52,64,98,30,20,31,21,49,93,80,3,40,65,41,52,16,66,20,15,19,16,7,33,24,28,0,5
7920_2,59,72,70,89,37,64,21,36,24,21,36,97,52,35,46,3,91,14,31,79,24,85,71,34,86,59,94,85,69,68,76,68,86,74,44,1,38,66,98,71,69,27,61,35,67,56,99,73,10,55,38,75,25,57,10,33,48,83,10,58,40,47,70,32,36,32,77,9,86,96,44,51,46,44,78,6,96,82,96,70,45,6,6,71,60,99,81,48,62,37,62,64,94,44,40,86,80,44,45,43,9,97,36,64,8,85,78,44,32,77,24,37,66,50,97,1,77,99,1,5
7920_3,86,36,97,38,32,15,15,23,34,78,17,86,34,33,48,87,50,47,58,36,62,46,82,27,98,21,23,21,72,70,91,47,17,57,52,95,60,94,62,50,70,28,48,36,78,65,48,82,90,90,94,42,25,73,73,47,54,12,86,76,77,35,4,73,70,61,65,32,30,89,56,39,70,13,97,47,91,81,94,8,97,70,56,12,17,48,42,79,44,98,14,75,27,93,27,4,16,7,82,84,10,82,1,82,48,22,2,10,0,21,64,43,38,12,100,59,48,32,22,4
7920_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7921_0,45,88,96,59,67,45,80,3,35,45,11,40,20,84,10,34,62,13,20,93,49,84,74,32,94,89,69,86,73,26,31,68,56,19,75,8,72,86,22,48,93,87,44,64,65,21,11,42,48,26,50,5,90,56,73,14,19,25,85,55,13,74,57,14,79,65,43,29,96,75,70,17,56,60,29,15,78,44,19,83,15,18,89,20,80,13,6,99,93,52,22,5,29,14,27,43,32,6,74,0,17,31,31,72,69,80,82,98,29,95,31,71,56,5,65,65,51,6,51,98
7921_1,23,97,24,22,78,92,47,6,85,8,54,21,58,36,77,86,65,32,12,15,82,87,5,49,39,38,76,79,66,5,11,75,50,65,7,78,100,58,81,35,76,97,80,97,50,43,67,46,33,96,99,18,73,86,51,11,74,14,34,17,89,96,69,21,18,21,77,90,88,22,82,58,50,97,91,73,81,66,35,86,18,11,30,98,7,6,29,45,60,0,94,20,60,20,85,40,100,35,83,18,16,35,9,68,72,47,92,92,18,96,95,71,3,21,98,53,78,20,18,95
7921_2,46,66,38,77,57,12,18,12,46,62,23,2,2,95,29,78,67,39,42,73,42,67,88,27,33,4,15,44,5,34,77,68,92,11,38,42,26,43,28,18,79,69,7,36,48,74,55,50,74,82,30,63,62,8,16,70,59,79,37,29,23,1,28,100,1,42,30,32,43,77,25,60,30,18,5,8,55,74,90,60,38,35,82,5,52,22,5,85,55,2,55,34,12,32,90,12,78,42,56,88,60,96,3,90,18,25,56,90,51,72,92,20,10,84,54,19,37,3,37,52
7921_3,3,49,55,87,64,13,19,76,43,0,84,92,12,3,77,75,11,56,37,60,86,8,86,3,57,61,91,31,97,83,64,2,72,53,1,0,76,62,36,47,57,24,97,19,80,73,48,77,97,23,82,79,29,13,57,25,91,10,20,24,58,73,50,94,35,92,56,18,37,53,68,18,49,8,82,48,55,69,50,25,36,79,18,92,56,40,87,69,50,38,53,67,2,18,91,35,60,33,74,1,51,70,11,32,11,93,75,63,85,94,22,56,47,49,36,16,11,2,62,68
7921_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7922_0,89,66,50,77,70,51,48,36,32,77,33,19,2,90,33,84,43,53,51,50,7,87,58,93,78,55,88,6,74,53,73,30,30,75,96,56,39,95,51,25,100,28,38,51,49,22,35,43,62,80,26,5,34,3,53,72,91,19,49,74,60,99,57,98,15,79,64,47,53,16,79,53,92,5,55,70,26,52,30,91,56,76,33,24,82,22,27,19,75,14,21,38,14,16,89,10,32,16,70,80,96,5,0,70,5,1,44,43,52,45,49,75,30,76,16,90,100,1,100,59
7922_1,40,54,52,70,51,7,30,89,64,79,9,6,24,68,17,61,38,69,41,45,4,95,75,80,76,59,8,59,71,41,80,45,78,85,92,28,0,13,27,71,14,98,21,32,87,49,56,68,3,91,14,4,12,66,90,0,16,96,90,63,6,18,21,67,64,19,87,81,68,51,81,26,74,4,27,2,0,47,81,76,52,29,24,88,84,81,13,77,64,8,34,18,90,36,52,95,66,11,72,55,48,87,8,67,22,2,93,81,93,35,15,29,91,9,90,24,32,41,21,68
7922_2,60,27,81,8,97,75,22,25,85,49,60,28,19,94,51,66,51,15,94,67,70,47,93,1,87,21,82,56,24,8,83,57,27,89,44,85,93,80,33,24,87,36,78,36,52,63,34,19,4,8,6,19,79,11,19,31,56,22,14,23,99,32,94,81,53,4,94,10,70,28,57,73,21,40,86,71,87,46,15,54,53,3,53,6,61,53,28,75,9,65,64,45,36,86,7,6,41,17,63,11,69,29,68,42,44,63,2,52,0,6,41,12,48,45,64,81,84,66,50,15
7922_3,73,55,57,73,74,49,49,60,93,59,5,92,55,84,70,28,57,12,29,71,40,27,73,52,65,49,22,80,83,94,39,73,98,7,60,31,88,2,52,18,93,24,9,60,15,82,7,42,18,74,92,72,63,23,71,51,76,70,2,83,37,14,18,59,38,66,39,92,18,40,34,44,20,54,78,60,17,48,29,29,60,8,31,69,55,55,79,11,20,56,23,57,40,72,20,62,67,57,61,89,13,73,42,73,5,89,31,70,11,18,67,19,42,7,81,51,83,88,55,69
7922_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7923_0,66,67,53,67,27,10,84,65,27,79,83,61,55,96,61,36,37,45,21,41,65,33,71,15,35,40,94,44,76,42,34,4,58,58,2,95,37,31,26,50,47,69,62,88,20,19,57,5,36,94,53,81,1,8,11,67,56,6,80,97,70,74,72,23,43,22,33,12,94,78,30,34,40,83,73,74,86,58,89,50,69,26,23,54,46,52,87,40,20,20,59,25,75,65,69,28,44,86,43,92,44,19,6,91,75,99,53,21,66,20,22,64,4,33,27,80,16,42,78,10
7923_1,86,83,85,28,57,21,97,49,50,0,1,9,88,53,30,11,84,58,33,1,68,40,10,89,39,36,67,38,51,41,11,97,51,98,76,88,40,80,28,99,32,99,89,21,95,57,16,93,30,16,45,30,49,25,71,61,33,56,57,19,89,17,54,80,1,78,64,37,44,57,24,43,17,34,93,6,98,68,60,95,22,60,70,25,7,100,49,54,64,16,48,50,63,6,56,63,11,91,43,64,48,1,24,5,0,42,75,8,16,26,43,9,50,91,48,10,26,30,21,26
7923_2,89,67,77,8,48,14,64,82,88,42,19,22,60,98,19,57,5,2,70,37,39,100,43,18,71,18,13,44,47,18,59,48,11,51,32,13,96,31,92,10,4,44,100,60,31,87,80,13,95,34,87,22,90,0,42,51,7,90,47,41,77,37,11,53,39,83,37,54,56,25,18,98,87,68,59,75,48,94,62,82,10,92,28,51,13,90,90,54,64,56,40,39,47,34,95,57,80,59,13,44,28,68,40,34,74,10,42,26,7,6,26,86,75,0,99,77,40,72,38,64
7923_3,62,98,26,89,77,55,49,21,72,41,65,12,87,93,56,12,88,50,57,94,21,32,92,48,21,85,40,2,46,64,74,90,95,46,13,54,90,33,25,62,59,60,71,20,20,51,56,24,82,83,80,76,90,23,30,49,93,0,25,66,33,18,80,78,45,94,12,46,73,29,30,53,99,72,35,34,98,39,25,62,95,20,41,33,46,79,38,85,54,13,87,78,100,72,93,63,46,72,62,6,89,78,26,49,38,33,29,62,6,55,9,45,15,65,61,58,84,64,94,15
7923_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7924_0,99,64,28,10,61,24,63,99,54,95,52,44,56,5,37,78,15,90,0,28,34,5,32,27,9,7,71,72,73,92,3,11,34,95,82,58,74,31,74,66,23,57,9,62,24,93,10,24,59,17,54,92,68,38,93,96,38,50,31,69,35,72,60,92,28,83,61,78,93,52,93,18,74,69,53,44,51,23,4,66,49,69,43,90,91,12,40,61,62,40,51,24,85,39,67,87,36,12,26,35,11,31,20,25,88,40,100,71,23,85,33,34,78,27,67,7,45,2,60,20
7924_1,95,38,16,81,27,83,89,19,20,86,9,25,60,34,44,65,89,81,91,6,82,2,94,3,72,74,43,8,7,21,91,29,43,5,24,23,0,36,46,24,67,71,0,57,95,76,36,14,57,72,53,25,4,17,2,58,34,99,40,98,87,16,21,55,33,53,26,71,71,12,100,2,44,9,24,52,29,96,9,89,90,95,35,32,53,46,19,86,96,27,6,50,74,20,96,2,92,52,2,64,45,4,19,12,75,54,57,50,98,86,14,47,91,1,93,40,79,9,88,50
7924_2,29,41,41,35,25,47,17,63,51,51,63,68,99,73,98,89,6,51,46,10,58,82,37,79,23,35,3,70,11,85,5,10,66,65,44,55,18,88,74,65,64,13,24,25,65,49,60,13,2,49,56,98,78,60,8,79,50,68,87,32,98,26,84,100,62,31,58,89,34,31,4,12,69,73,48,0,1,15,93,50,18,49,20,89,57,64,47,94,35,39,17,81,50,4,41,18,77,46,55,38,86,27,80,48,77,54,35,25,69,41,12,29,87,92,78,23,22,85,19,25
7924_3,3,98,2,64,9,84,93,91,5,95,97,2,16,92,75,46,74,85,72,19,23,98,52,32,38,18,92,2,34,60,89,94,84,67,19,59,91,2,65,86,51,7,45,23,80,16,40,24,61,81,55,35,48,96,84,58,49,47,59,14,9,60,18,34,93,0,29,95,20,42,4,69,11,96,45,6,87,14,53,19,24,52,11,56,55,100,50,67,38,58,71,88,57,7,14,30,96,3,89,94,27,80,2,67,62,55,29,96,67,26,17,21,84,60,94,2,94,91,12,39
7924_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7925_0,98,38,25,34,38,38,8,3,23,26,63,98,29,23,32,29,28,8,48,98,30,49,50,12,31,62,29,73,17,5,80,40,85,78,27,30,99,99,93,94,20,57,52,68,79,62,61,87,58,34,14,29,26,16,87,53,44,68,76,32,30,52,63,58,35,66,13,64,89,60,11,50,67,84,15,79,78,78,3,18,16,77,90,80,28,90,27,88,39,70,34,55,44,26,3,44,45,83,78,16,29,100,44,8,1,27,61,60,69,81,84,90,63,3,40,32,59,90,63,26
7925_1,19,35,55,48,31,86,76,33,25,67,3,42,10,37,75,63,74,73,67,62,15,84,38,81,56,23,54,95,75,1,82,83,48,57,2,46,99,68,51,7,79,29,38,6,7,65,89,90,63,13,63,88,6,26,10,22,62,65,47,19,54,51,97,1,34,34,2,11,83,23,37,93,87,64,89,29,79,52,96,12,24,46,19,21,43,9,12,12,17,5,48,100,13,57,47,62,4,23,13,78,15,32,96,11,21,54,4,25,91,94,90,49,65,30,26,59,54,62,9,51
