P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
537_0,74,15,11,3,34,86,84,8,77,1,39,52,93,38,52,22,81,28,91,3,82,72,28,77,43,65,97,93,12,3,70,51,56,92,88,98,29,11,100,47,6,40,2,87,56,16,48,38,34,69,14,79,39,23,67,44,55,13,88,89,42,68,18,47,14,34,39,82,47,60,59,73,45,74,98,46,56,30,38,5,42,29,8,12,22,27,91,30,29,13,69,51,7,98,85,4,98,19,96,89,16,7,72,37,100,7,64,94,62,36,86,46,97,9,48,35,64,39,31,5
537_1,5,67,12,99,54,73,2,20,8,61,91,50,71,44,98,74,23,75,33,6,9,94,96,35,32,6,57,99,81,25,98,88,90,22,57,27,53,97,44,67,2,29,68,51,0,41,80,80,10,63,12,21,80,14,50,91,68,91,5,31,21,12,34,95,72,6,99,18,78,57,71,7,78,73,89,40,64,86,9,90,92,87,20,37,51,17,69,82,39,71,59,44,41,62,78,92,9,58,85,82,76,98,12,92,57,75,25,69,71,79,50,69,92,25,25,27,58,15,76,25
537_2,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762,6762
537_3,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
537_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
538_0,14,82,15,16,67,48,18,11,94,86,32,80,94,69,13,66,74,81,73,67,76,86,16,16,91,23,45,49,90,20,90,74,65,87,99,49,93,41,86,16,70,89,15,87,84,33,83,3,15,77,65,10,71,40,30,17,29,94,18,81,70,36,1,51,25,16,54,82,57,71,41,4,6,78,29,57,41,36,92,1,87,50,14,27,87,22,99,31,13,80,8,9,31,11,44,92,79,35,0,75,84,30,67,52,13,20,61,18,100,1,55,61,12,29,16,27,100,16,10,38
538_1,22,96,41,3,28,68,58,25,2,69,80,17,58,15,67,62,59,35,63,98,52,18,79,88,75,38,72,65,2,66,44,53,24,3,87,78,29,87,94,85,91,39,21,54,86,15,64,78,73,49,56,54,40,76,16,8,6,7,14,27,29,47,68,65,37,59,40,22,8,78,64,45,30,61,51,15,42,14,75,7,51,70,30,77,40,80,98,6,24,69,94,96,22,34,39,30,10,83,20,67,97,5,64,82,30,35,26,19,5,42,43,14,50,61,70,95,62,61,73,82
538_2,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940,39940
538_3,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235
538_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
539_0,89,75,88,9,62,98,98,72,82,56,75,4,79,100,97,42,5,67,95,14,82,42,14,95,31,12,12,66,67,29,0,89,47,99,71,16,81,51,2,75,75,87,82,24,64,85,86,10,20,71,90,100,55,80,76,43,44,19,16,99,89,37,18,39,45,69,18,21,98,79,3,87,95,14,88,66,95,33,2,56,75,34,55,59,9,83,43,26,5,7,80,21,44,56,96,33,74,5,74,61,63,18,4,35,10,66,8,51,23,69,64,87,99,7,20,30,67,63,89,58
539_1,64,54,98,12,62,31,76,42,18,42,50,92,98,15,4,29,91,22,8,87,4,64,75,63,93,32,10,25,40,63,44,58,92,85,17,11,66,54,75,51,73,69,96,82,29,20,39,43,99,73,61,8,82,98,17,94,74,73,93,51,46,49,54,52,52,80,21,86,6,27,68,10,0,29,19,72,45,56,50,42,96,100,53,95,28,52,77,53,86,64,77,75,21,60,24,54,12,9,55,68,68,11,18,92,35,6,62,100,92,56,4,86,76,24,9,61,39,81,19,60
539_2,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842
539_3,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599
539_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
540_0,96,76,42,44,90,72,84,81,8,60,26,5,42,3,42,54,33,18,48,29,56,6,52,55,84,19,9,50,67,11,11,57,85,71,59,33,71,29,68,76,84,46,5,60,72,69,96,55,78,28,52,68,68,88,2,69,19,93,14,10,59,70,94,87,64,91,48,30,50,1,22,79,9,12,48,14,59,76,66,47,5,88,35,97,68,29,90,61,0,20,62,11,12,37,28,64,77,23,55,69,65,89,84,28,76,60,48,55,30,84,69,51,20,41,46,76,54,55,60,25
540_1,6,57,4,63,61,64,13,47,70,54,2,11,40,30,16,64,79,81,24,79,1,20,24,10,44,83,31,72,7,42,96,25,35,50,75,34,100,46,89,65,34,75,3,12,80,44,26,42,23,94,87,95,64,66,72,23,33,100,81,92,91,41,48,18,41,13,7,11,38,35,100,82,87,0,54,86,95,69,97,48,77,47,72,4,42,32,11,60,88,42,74,97,64,47,88,73,17,81,80,11,87,20,83,20,25,29,84,39,27,60,92,2,78,50,72,28,100,10,22,52
540_2,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565,14565
540_3,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062
540_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
541_0,61,24,18,88,36,31,40,40,72,40,62,57,96,12,72,65,69,3,49,63,16,62,83,99,50,88,80,86,20,59,98,40,73,52,38,82,79,12,32,72,85,0,86,12,3,12,61,20,17,85,9,82,71,82,9,96,30,21,16,60,76,55,52,35,87,2,36,9,15,27,0,66,10,13,50,37,15,63,66,46,96,24,100,63,87,14,0,74,54,6,61,16,82,70,78,67,35,45,6,27,59,55,48,55,47,42,72,11,54,18,25,56,89,23,29,70,33,57,79,6
541_1,26,66,63,90,76,14,14,52,100,0,86,31,5,7,1,69,6,34,64,97,86,77,21,13,44,70,45,14,51,52,36,48,1,93,0,88,5,12,9,13,75,40,36,43,54,12,89,92,43,70,87,67,98,35,82,63,96,54,66,29,5,19,1,72,100,56,98,84,34,53,73,98,34,69,54,62,11,5,5,72,68,36,22,100,2,3,37,76,43,87,11,81,61,17,53,96,37,37,10,28,71,58,56,74,2,54,81,6,80,23,17,69,15,70,88,1,4,52,55,19
541_2,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431
541_3,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811
541_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
542_0,0,82,81,88,45,58,96,12,50,49,2,31,52,88,64,80,29,91,62,65,99,66,65,9,72,85,73,14,96,17,85,35,8,5,2,34,83,62,79,20,72,65,33,46,89,30,66,1,87,78,21,27,42,17,7,21,15,49,69,47,56,46,100,77,97,65,78,25,77,14,52,30,66,5,94,68,41,47,29,100,40,47,18,48,63,63,81,45,22,6,40,77,98,92,66,94,36,88,92,99,29,82,100,0,23,14,91,87,35,64,24,77,21,22,96,27,77,56,71,66
542_1,26,47,78,40,30,34,59,44,58,34,94,33,7,63,54,60,5,44,43,8,96,76,15,31,51,38,37,69,60,91,72,74,7,65,57,79,39,17,91,45,49,62,97,100,97,60,71,92,16,2,42,23,93,94,63,75,55,21,27,38,10,99,89,57,80,69,97,17,99,59,87,1,67,7,39,8,15,42,41,56,26,49,44,25,14,88,30,87,22,7,16,9,46,97,12,9,33,48,80,33,38,78,79,12,84,58,90,92,13,4,49,9,92,68,87,85,34,51,20,20
542_2,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136
542_3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
542_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
543_0,68,19,71,76,2,66,29,5,79,12,53,84,60,75,91,11,53,99,21,14,7,8,51,9,94,95,4,20,88,79,36,92,21,46,72,36,3,38,46,43,38,70,83,8,35,91,3,28,94,92,98,78,77,32,46,93,33,92,56,53,23,91,20,22,46,14,59,93,59,27,84,20,2,31,97,16,58,67,56,66,34,87,87,47,61,76,82,57,1,70,51,19,8,54,74,53,14,61,24,73,71,49,59,40,74,55,2,60,31,66,24,98,95,94,46,50,49,47,51,27
543_1,28,1,7,25,6,30,57,7,64,84,69,19,36,94,20,1,75,91,99,26,3,69,27,36,45,2,0,81,65,74,26,69,38,38,23,37,28,100,68,25,57,47,64,7,66,89,83,71,44,78,19,92,30,86,6,61,68,17,5,96,0,80,86,53,75,65,23,34,40,32,49,93,64,11,8,48,25,47,72,58,26,27,6,87,96,70,97,62,38,35,67,79,78,100,62,57,18,11,39,97,16,9,87,21,37,89,25,63,33,31,77,4,42,93,66,97,15,2,86,100
