P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
2209_0,56,53,16,93,24,24,2,76,9,90,54,39,22,61,42,78,53,8,52,18,65,84,25,69,8,86,42,25,88,63,87,84,47,19,7,71,11,31,33,39,19,73,59,93,16,53,59,78,84,12,34,42,45,24,19,17,13,59,19,86,47,27,48,55,4,65,95,18,73,63,4,78,85,3,61,37,54,17,23,23,65,11,13,84,91,1,31,16,64,63,40,51,69,15,53,33,14,69,82,97,37,41,18,24,52,27,23,15,68,32,45,81,48,52,20,84,76,12,90,99
2209_1,91,92,43,76,93,49,42,22,27,100,3,46,10,86,87,44,52,20,42,28,10,97,80,70,82,96,97,21,74,81,85,73,10,97,88,30,16,27,41,52,60,99,93,27,30,16,59,74,27,31,68,34,82,41,7,42,41,70,38,21,85,11,40,7,32,12,7,20,4,17,82,33,35,3,24,75,94,27,40,46,49,100,92,69,77,62,0,31,59,59,50,11,35,33,39,38,75,96,25,72,0,82,0,18,30,87,83,98,76,91,36,94,68,40,65,38,61,78,93,69
2209_2,28,16,53,86,72,31,9,92,35,81,89,82,67,73,77,41,83,76,37,38,28,50,79,95,65,9,71,18,18,6,83,74,28,95,59,44,31,19,88,37,67,33,73,37,86,27,48,78,10,40,65,87,56,26,43,70,66,61,91,49,54,33,6,29,5,43,80,26,20,44,37,44,49,43,56,0,30,5,5,26,38,40,74,42,75,99,70,2,22,13,0,41,77,47,83,8,24,25,77,60,77,21,22,34,65,18,70,40,50,39,8,72,24,85,17,99,31,85,72,66
2209_3,74,64,7,43,48,38,56,76,89,89,80,72,54,98,82,94,43,84,53,75,96,82,32,37,100,75,45,27,20,73,35,74,10,99,75,84,91,76,39,29,39,3,57,19,29,71,100,44,29,95,42,99,44,3,14,79,50,29,11,99,83,47,59,9,14,96,4,66,62,79,94,44,79,92,53,51,79,61,37,33,93,16,73,11,23,93,2,76,44,38,56,2,100,87,85,97,55,69,39,23,86,29,88,28,58,87,30,82,23,63,24,73,40,89,93,63,20,88,50,60
2209_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2210_0,14,6,12,79,0,32,57,82,62,15,55,79,38,58,48,92,8,0,18,90,62,78,53,73,65,80,40,52,18,60,4,65,2,33,87,77,82,57,99,64,2,8,1,96,55,70,72,15,76,42,14,26,68,62,60,93,23,10,53,41,39,97,56,93,17,8,70,11,19,54,93,97,21,76,20,74,85,39,63,35,2,42,64,35,33,14,23,74,13,69,36,33,61,58,62,100,68,16,69,43,71,27,24,64,75,17,27,31,76,74,8,64,91,32,32,34,90,61,65,96
2210_1,27,19,66,65,93,38,66,73,95,20,4,38,43,73,37,53,10,6,65,2,16,97,49,8,83,62,40,16,100,18,45,91,91,83,65,25,87,6,62,72,41,67,33,24,4,16,22,3,59,100,3,48,99,65,19,16,17,55,43,16,84,0,63,26,56,29,92,94,67,75,72,38,66,13,44,58,68,60,93,0,6,10,79,53,46,84,36,31,71,97,46,13,18,40,8,33,45,75,46,44,90,93,96,75,23,69,65,96,1,55,89,18,34,50,70,90,10,49,88,95
2210_2,75,88,3,66,8,0,19,43,34,55,46,71,26,6,74,35,51,81,43,74,15,82,67,30,36,84,56,60,88,28,10,98,93,75,2,41,30,6,66,18,41,19,93,24,21,30,100,21,15,13,27,88,32,56,99,9,21,41,7,22,54,15,11,70,4,58,93,4,32,9,40,69,41,7,63,59,16,77,46,56,16,48,0,15,29,59,28,49,0,8,76,54,32,61,18,23,25,68,80,11,14,36,68,29,95,84,39,32,32,37,62,50,94,44,71,85,84,87,45,90
2210_3,22,51,72,16,93,16,13,4,100,74,56,96,39,90,30,21,93,4,83,16,88,97,56,37,22,9,69,90,14,88,10,18,13,21,16,49,64,54,15,99,89,70,30,81,51,10,77,55,76,20,8,99,0,15,68,74,89,29,93,45,48,97,27,84,12,14,69,92,32,36,100,79,12,41,62,71,88,3,41,98,9,44,27,39,40,84,59,30,39,3,53,52,88,82,93,54,62,96,3,73,39,54,84,83,58,66,37,24,75,85,8,32,49,68,93,65,55,31,8,66
2210_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2211_0,95,58,22,68,28,3,28,58,58,91,32,27,97,58,40,38,96,9,100,95,71,98,13,70,96,44,97,38,49,24,0,93,94,1,45,45,77,86,47,58,70,71,34,65,27,52,4,49,29,31,25,3,10,56,99,72,3,93,50,17,98,46,6,95,35,48,51,81,45,50,70,35,67,46,37,6,40,86,96,1,94,71,9,48,79,52,35,70,93,2,6,58,40,10,3,7,23,2,67,72,87,98,69,54,39,0,13,28,14,90,6,17,65,73,97,40,98,67,5,4
2211_1,84,53,87,73,48,74,14,74,96,30,47,95,92,46,35,4,86,71,24,18,0,38,51,64,6,47,8,66,52,89,68,64,38,75,4,21,56,82,63,33,59,41,4,17,14,53,82,92,86,72,34,33,42,95,47,71,50,86,85,65,93,83,75,63,66,51,3,20,17,9,22,64,76,72,71,35,26,9,3,98,20,34,78,8,86,97,72,52,64,57,20,17,2,66,54,53,49,82,61,2,89,1,9,68,3,88,45,42,87,74,80,92,59,0,86,50,6,82,28,11
2211_2,2,82,18,54,44,0,54,29,96,62,7,82,9,31,90,49,24,29,56,28,64,58,71,90,68,6,90,88,14,82,86,100,40,99,42,76,87,45,94,33,7,95,23,40,12,24,55,24,93,63,16,5,4,22,22,15,94,89,41,33,73,2,37,1,3,15,58,68,46,95,51,19,36,12,1,54,30,72,94,70,89,96,86,65,8,51,51,72,42,66,62,64,61,57,86,37,37,22,73,9,25,31,35,40,78,73,27,96,61,8,28,31,30,35,23,84,20,41,37,78
2211_3,64,62,21,21,67,21,83,37,98,8,89,37,100,85,53,42,49,94,47,74,49,99,57,11,63,15,14,79,24,3,87,6,63,77,38,63,60,29,9,7,82,54,7,51,97,22,22,51,59,66,3,80,20,30,7,99,79,31,15,42,29,2,17,93,31,55,30,24,71,64,29,68,69,45,87,49,48,5,38,61,52,60,71,75,54,58,64,52,42,13,61,0,16,40,74,25,30,17,64,35,27,6,38,4,97,56,62,19,10,76,34,10,77,38,68,22,70,11,83,30
2211_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2212_0,41,18,43,80,25,58,45,24,64,8,9,25,8,6,19,46,23,16,49,38,9,37,9,50,93,35,88,36,75,2,64,77,4,51,50,2,63,63,73,71,26,95,94,93,33,82,99,61,62,92,66,90,99,38,99,11,56,38,81,73,95,34,16,46,37,22,28,13,16,80,80,6,26,16,41,25,81,62,14,70,71,6,24,44,92,40,39,73,80,20,67,50,73,91,61,79,63,6,51,39,70,9,31,83,37,80,37,21,8,73,6,98,86,27,76,96,43,37,2,32
2212_1,22,82,43,82,57,8,87,13,24,64,33,50,25,23,4,83,71,91,5,47,36,28,33,43,17,86,33,65,36,73,15,70,87,15,47,26,17,42,20,87,33,21,62,30,63,13,13,44,60,75,15,44,74,8,19,21,32,33,10,30,22,91,27,9,43,51,11,81,28,54,79,78,59,55,80,63,20,8,82,68,8,57,83,91,59,39,97,41,1,37,38,87,53,8,88,57,35,64,12,57,68,46,57,8,81,27,98,14,71,96,25,24,76,32,45,97,52,79,63,46
2212_2,21,28,14,74,39,17,47,84,44,45,69,3,52,40,39,57,69,72,78,39,32,24,13,52,58,85,43,8,12,22,89,13,82,30,41,7,88,23,14,58,40,76,67,85,98,100,16,47,57,73,31,82,100,99,71,23,58,79,9,38,20,28,49,14,63,13,56,99,87,69,62,74,9,61,12,39,1,50,21,30,69,47,74,25,65,54,74,73,93,43,77,97,73,73,24,6,2,64,37,11,53,67,67,25,47,53,56,9,4,37,10,96,35,61,64,40,52,28,65,26
2212_3,10,89,80,21,60,21,4,72,75,65,46,68,12,54,16,29,68,37,11,61,45,83,39,1,82,34,59,34,61,50,6,29,15,3,79,74,49,11,81,70,77,83,97,24,81,66,67,18,84,73,7,93,79,7,98,49,88,61,10,54,2,55,17,79,7,2,83,21,89,77,90,4,26,59,42,14,87,73,83,95,62,71,83,89,38,96,80,82,24,50,72,98,36,73,3,13,69,56,92,49,25,23,99,78,53,74,55,45,14,48,49,61,97,63,75,64,46,30,64,78
2212_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2213_0,95,15,23,19,51,82,67,62,37,57,24,34,57,55,45,62,25,87,74,40,30,32,1,65,74,86,10,16,43,96,42,16,50,80,10,94,6,33,80,23,48,52,59,47,37,6,12,48,98,23,66,8,79,92,34,59,67,100,38,8,73,61,65,15,78,35,18,31,80,77,54,92,90,15,77,84,39,80,100,36,53,8,53,20,69,93,10,31,18,9,51,81,11,48,97,21,17,75,79,18,22,18,78,66,62,1,20,67,87,87,71,39,48,94,24,24,92,55,87,91
2213_1,68,74,23,28,93,28,58,64,96,9,37,49,28,100,45,20,75,62,53,16,64,7,48,16,41,2,67,12,91,77,58,0,91,17,100,74,66,13,23,14,28,91,94,37,31,85,44,24,50,92,33,35,7,24,82,3,50,71,7,73,92,49,43,7,89,8,22,30,55,11,3,2,74,69,58,24,9,16,70,68,76,21,19,75,96,33,70,43,23,74,36,15,34,90,100,30,29,93,7,56,9,46,32,39,4,61,91,44,20,1,26,57,67,64,89,10,89,44,76,69
2213_2,8,21,75,38,6,14,78,7,64,12,55,37,31,86,92,14,35,12,20,39,14,60,70,85,67,70,76,29,39,56,29,31,57,92,95,44,65,55,89,98,61,1,97,70,77,45,92,39,8,32,56,20,50,81,11,28,53,50,82,5,35,17,79,61,32,74,79,71,93,0,89,64,66,77,5,69,37,3,27,7,8,61,87,29,4,89,20,22,18,1,61,89,16,32,86,54,67,55,74,15,26,64,55,89,89,52,37,29,96,15,62,83,96,93,43,16,24,12,14,78
2213_3,42,54,36,93,35,100,79,83,93,90,91,57,50,21,35,92,90,30,35,85,96,66,19,17,18,14,84,16,5,11,67,38,47,68,43,95,48,55,1,9,8,88,43,74,91,20,31,53,69,0,49,23,35,39,0,75,71,30,75,24,73,29,55,5,4,77,86,48,7,13,11,1,11,0,95,3,6,39,3,79,1,45,15,59,55,11,40,67,9,78,95,97,62,63,42,69,69,0,17,26,3,24,17,5,68,21,49,93,46,2,61,0,54,9,40,93,95,83,43,92
2213_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2214_0,23,22,74,84,33,74,37,31,54,39,48,1,17,8,87,74,13,61,35,77,75,64,92,77,16,90,0,97,69,37,90,31,53,26,87,83,0,89,55,40,17,32,23,49,69,6,83,80,37,12,33,27,69,74,68,69,33,98,67,20,18,40,31,47,22,86,90,89,72,79,91,44,43,1,38,57,74,17,24,78,22,28,28,2,96,28,53,100,77,71,24,76,41,29,57,22,81,87,33,71,92,60,12,64,61,81,3,75,81,41,85,96,95,26,54,54,39,28,51,82
2214_1,30,78,44,51,2,6,75,56,75,7,69,36,29,39,63,26,3,25,30,15,62,57,10,53,28,98,57,27,2,95,60,1,59,73,23,45,27,49,66,31,37,95,41,72,11,53,67,20,93,76,95,55,5,88,72,24,28,97,33,89,70,57,50,52,80,65,12,67,61,31,0,4,7,66,5,4,64,90,57,29,78,29,92,47,93,12,16,58,59,88,7,72,61,98,81,45,61,55,21,68,31,45,84,35,6,75,70,30,41,27,53,28,51,46,55,66,96,54,21,7
2214_2,12,21,19,48,36,48,47,34,98,13,54,86,64,93,18,53,26,87,39,8,91,52,86,33,9,27,20,3,94,72,26,62,19,46,35,66,58,40,95,89,84,55,67,44,41,47,66,72,68,24,64,1,18,13,93,67,23,21,58,32,31,1,9,94,62,40,32,85,11,41,45,3,14,66,99,44,35,40,26,64,82,67,27,47,92,27,96,26,50,46,30,32,64,91,14,62,30,54,56,78,97,65,82,95,26,50,92,23,91,92,4,92,72,2,8,8,28,96,0,89
2214_3,72,85,2,50,71,21,58,46,90,95,7,62,43,7,64,74,35,12,100,13,96,70,14,43,72,30,83,17,15,93,45,26,26,98,79,76,55,74,48,52,31,66,66,83,98,35,72,87,73,5,64,11,56,54,40,57,77,11,71,72,70,82,37,73,34,73,76,68,89,66,57,19,41,61,34,36,80,68,70,73,16,87,41,94,73,94,43,24,31,14,8,92,69,88,18,58,5,95,2,14,84,67,80,64,76,22,62,22,19,99,42,27,52,31,0,3,73,67,22,88
2214_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2215_0,100,78,42,3,98,29,69,82,11,26,34,22,35,13,17,7,53,76,77,66,37,77,2,53,92,5,36,66,99,5,65,44,21,89,55,84,88,57,94,78,76,54,68,76,68,73,7,19,96,56,98,63,63,2,78,70,42,57,81,38,6,4,4,49,92,25,51,59,37,51,92,93,58,39,35,39,76,74,33,43,20,84,82,95,46,66,98,95,26,47,91,64,85,4,67,77,57,97,14,14,41,29,37,96,78,14,42,21,69,67,46,82,21,1,27,75,34,63,31,47
2215_1,5,63,26,82,49,16,99,41,38,5,59,73,45,39,33,72,37,42,38,40,77,4,36,35,80,86,44,91,48,92,61,90,9,45,94,1,21,57,85,49,14,86,7,84,64,61,64,16,11,96,91,64,9,80,46,12,15,92,34,50,39,56,56,2,35,7,47,19,30,94,3,44,91,40,91,38,39,44,8,76,74,77,88,19,20,14,93,21,15,11,38,7,75,13,55,57,27,46,50,34,25,21,73,73,32,82,41,66,16,46,34,57,43,38,84,38,61,73,10,98
2215_2,66,8,93,66,55,53,2,59,98,8,92,87,88,69,61,48,93,79,59,99,59,16,71,35,93,17,68,34,10,70,79,83,72,78,91,59,38,95,47,78,18,55,31,8,72,56,90,14,59,65,89,89,69,61,18,4,17,72,0,56,82,43,98,0,76,37,69,23,57,86,52,86,89,96,46,28,18,48,81,80,77,82,96,15,83,9,32,36,14,35,39,31,89,75,75,32,29,93,27,51,82,95,79,6,64,57,53,74,19,93,1,0,6,40,99,39,40,25,100,55
2215_3,47,49,97,56,55,16,27,17,52,33,99,55,62,25,18,66,3,51,29,32,99,3,67,79,99,61,54,53,46,82,4,3,65,46,9,79,78,86,78,20,58,53,15,16,98,32,72,17,14,1,50,36,85,73,40,46,85,82,95,97,64,98,36,10,8,86,83,86,7,87,22,69,99,60,55,83,13,4,27,14,3,18,50,90,46,39,72,54,97,43,58,92,78,31,25,86,5,49,32,37,22,12,36,24,43,39,20,83,79,63,78,11,96,65,49,11,6,88,44,33
2215_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2216_0,48,31,7,30,35,35,49,40,92,23,44,52,84,23,9,32,62,64,71,58,21,16,83,83,36,22,73,27,72,84,13,46,30,84,94,0,69,30,74,11,54,74,65,38,84,7,6,24,7,47,27,30,52,49,61,9,40,42,1,97,69,46,52,28,46,47,52,3,16,60,2,24,69,19,72,0,62,3,20,18,63,0,96,71,41,13,1,28,2,89,77,17,56,14,27,36,87,51,100,71,16,5,23,90,70,19,6,74,31,10,22,53,67,95,75,78,59,32,87,43
2216_1,9,41,18,64,59,45,93,27,32,29,68,55,74,35,6,30,48,55,99,68,28,56,13,86,4,78,99,89,43,7,60,65,70,91,53,64,4,26,22,82,94,57,76,78,79,78,0,6,60,27,54,73,26,53,100,75,32,39,2,15,51,100,68,95,38,7,89,75,87,10,45,89,80,91,11,28,15,6,76,48,1,74,19,52,42,15,12,64,85,61,62,58,31,10,16,22,36,69,70,2,65,62,100,57,69,71,8,33,23,68,26,1,94,54,79,42,68,91,56,43
2216_2,3,2,72,34,32,14,54,91,37,53,58,56,34,38,16,35,33,57,18,40,90,49,3,66,20,55,42,69,54,0,92,72,24,89,33,23,68,45,95,18,16,54,48,53,19,80,5,23,69,75,45,85,97,57,87,55,91,99,96,93,36,29,36,71,64,11,41,85,4,62,4,67,35,52,42,0,83,68,14,65,76,47,11,66,96,9,28,62,91,49,60,65,78,6,77,2,8,65,67,94,81,67,21,50,8,81,92,60,24,87,66,27,9,19,48,97,85,87,95,65
2216_3,93,69,30,56,89,74,97,5,29,76,46,34,57,58,1,58,9,2,5,37,68,86,60,32,76,56,75,1,1,8,100,65,83,72,48,26,73,98,9,69,75,0,77,36,79,30,39,82,1,74,12,74,49,87,94,96,28,73,43,65,80,6,11,89,66,8,55,25,1,94,64,43,69,26,35,70,83,38,59,1,50,68,76,77,62,45,77,92,51,0,30,7,63,54,53,11,56,38,12,24,75,31,65,4,29,21,89,82,99,83,9,83,59,2,74,76,48,54,87,54
2216_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
2217_0,89,39,19,45,47,30,92,82,96,8,40,76,33,44,62,33,5,68,19,94,24,51,54,71,53,73,53,83,11,1,88,10,10,14,35,17,84,91,29,46,90,88,21,60,19,82,1,82,76,48,74,28,67,0,44,82,75,81,51,15,82,60,54,85,38,6,48,21,77,61,37,83,43,87,7,93,2,42,54,11,95,59,67,29,7,53,81,17,27,2,27,21,29,93,71,35,65,18,22,74,12,16,46,44,54,47,51,56,64,26,25,89,70,74,86,0,31,47,27,43
2217_1,88,29,99,19,76,10,4,16,89,32,76,3,75,59,100,27,85,33,83,88,50,49,59,59,17,80,55,27,24,97,96,41,79,44,74,86,57,66,86,50,42,85,33,40,93,94,21,36,71,32,42,23,95,40,67,68,78,59,0,72,17,77,90,6,4,0,0,73,65,24,98,28,53,92,54,62,27,1,30,79,34,48,84,28,79,41,98,64,19,45,80,32,76,32,58,0,17,88,43,67,9,86,51,81,28,85,73,47,78,92,46,38,10,24,96,100,28,0,74,5
