P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
13_0,53,84,86,9,15,35,45,56,29,58,87,80,38,70,42,25,28,20,11,62,65,78,95,56,53,41,38,56,91,31,36,87,36,77,54,36,54,62,10,49,53,89,2,28,6,29,8,23,28,68,18,89,73,18,57,88,91,49,88,49,21,88,67,22,23,56,70,91,75,76,15,34,52,54,39,28,15,56,60,81,43,52,47,37,52,28,84,42,81,7,4,40,88,15,82,80,42,48,11,53,30,32,16,17,80,37,97,54,76,92,43,35,23,68,68,44,95,9,69,25
13_1,75,50,71,71,74,12,7,22,36,29,71,11,80,79,68,89,96,22,66,87,99,84,66,64,20,21,62,16,54,50,57,73,79,40,67,15,76,99,81,91,39,90,78,23,36,29,41,60,78,9,87,39,14,13,69,43,2,59,16,30,54,53,66,99,0,26,21,61,62,99,14,33,13,87,89,0,70,57,14,19,94,42,97,18,20,21,20,92,71,89,10,70,60,65,24,47,54,71,69,36,92,63,26,92,21,81,43,45,72,44,25,70,25,73,11,17,35,68,68,22
13_2,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616,3616
13_3,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
13_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
14_0,26,12,31,4,100,30,4,51,58,97,54,79,75,39,98,89,88,89,33,80,90,16,56,21,99,38,63,68,95,51,20,64,94,11,1,97,73,43,80,38,42,32,24,4,69,48,35,96,64,38,30,99,19,63,72,61,37,100,91,34,12,72,88,61,67,25,7,65,26,43,33,98,93,79,48,3,53,27,51,50,5,27,25,65,38,45,73,14,100,89,11,14,13,32,4,19,56,44,64,54,42,36,37,37,54,77,25,10,59,83,78,56,82,52,85,30,69,42,45,36
14_1,96,48,81,42,86,52,61,6,49,95,75,42,95,13,39,39,74,87,71,98,97,81,44,30,89,42,67,96,71,61,36,89,27,27,35,92,47,88,13,4,71,71,38,76,12,73,17,85,74,44,65,61,18,2,88,87,74,21,39,12,56,81,20,100,42,17,7,29,30,6,31,69,36,37,44,44,90,45,27,30,87,37,62,8,21,98,83,97,17,24,8,74,3,81,15,94,68,67,30,86,10,89,100,83,16,38,53,21,40,70,87,57,5,31,47,60,11,13,63,58
14_2,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836
14_3,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
14_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
15_0,44,59,35,86,14,83,81,28,0,68,69,37,64,77,93,0,17,73,75,91,27,31,16,72,56,8,55,67,75,77,93,42,77,25,26,16,89,68,63,94,87,32,8,61,19,72,95,7,61,96,21,22,87,96,54,86,70,2,59,41,66,0,98,65,68,10,42,29,7,94,35,36,4,91,6,74,75,73,31,52,54,81,98,5,61,55,51,27,92,58,15,8,86,82,7,9,97,29,55,38,72,39,59,99,22,10,31,55,85,46,50,52,7,91,55,19,77,17,23,24
15_1,85,85,61,75,66,42,57,70,40,62,92,69,57,43,62,37,99,41,3,71,29,80,15,15,14,58,10,45,6,90,99,4,49,52,90,78,32,67,38,96,40,100,87,46,81,46,70,98,86,57,3,66,77,22,12,86,31,94,89,74,23,69,4,44,13,16,41,86,59,34,45,14,86,7,43,56,87,7,28,23,0,41,40,95,82,22,62,4,16,86,27,35,49,21,91,95,77,39,49,76,52,78,54,82,47,22,80,84,22,39,93,20,72,44,70,89,74,10,91,14
15_2,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324
15_3,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
15_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
16_0,80,11,58,7,67,3,74,15,88,61,48,64,68,48,87,0,51,100,79,27,86,81,89,93,16,2,83,95,54,14,3,79,47,15,38,35,72,13,99,67,79,70,63,65,50,23,22,68,49,78,47,66,73,84,83,12,72,63,7,91,44,3,48,46,92,97,40,90,93,11,61,6,93,41,78,8,35,16,100,35,12,49,92,36,34,33,26,34,44,12,81,78,18,38,42,44,17,30,20,0,49,58,93,32,54,1,62,23,53,25,63,62,10,38,6,63,95,36,21,24
16_1,87,27,27,96,84,2,3,44,53,98,61,32,20,28,88,23,40,84,56,82,48,85,15,85,12,30,62,91,100,71,24,44,31,51,80,93,91,14,27,57,80,50,6,36,5,38,68,79,70,69,44,39,52,20,25,89,33,73,3,7,84,90,55,33,40,53,19,7,49,15,13,41,4,23,89,81,57,100,3,16,85,60,21,85,96,89,29,68,20,81,26,89,97,21,70,24,50,57,42,48,19,21,38,61,53,70,16,20,39,94,73,30,9,42,71,39,86,59,68,6
16_2,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911,9911
16_3,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007
16_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
17_0,78,72,85,35,91,59,82,1,90,3,10,95,87,82,71,62,85,18,94,33,71,62,20,59,17,3,16,13,0,47,96,78,73,97,61,29,1,12,1,46,12,73,95,96,43,81,51,13,20,44,43,7,18,36,66,100,39,11,8,26,48,75,77,76,60,8,29,38,81,52,29,75,17,100,80,46,48,32,34,65,93,80,4,13,38,14,94,87,10,5,15,12,69,30,28,11,85,98,51,5,61,56,86,99,82,68,81,36,8,38,95,16,7,15,54,61,70,15,7,99
17_1,1,34,29,86,94,64,61,87,74,16,6,66,76,6,21,54,96,16,41,14,95,84,61,87,33,32,51,62,30,91,91,42,87,22,81,39,46,69,76,2,75,20,7,37,99,25,16,32,50,50,75,63,17,18,57,59,52,86,38,90,15,53,45,49,6,41,89,25,18,67,57,50,20,23,5,84,61,68,77,33,5,90,61,62,19,78,97,86,40,55,34,59,37,93,35,35,3,59,29,30,50,5,30,73,35,92,0,47,59,77,75,71,6,22,73,33,31,77,25,69
17_2,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100
17_3,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722
17_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
18_0,7,35,75,26,30,24,44,67,100,45,14,91,41,98,11,11,35,52,24,49,80,98,17,86,79,51,3,97,66,11,78,28,80,42,62,28,74,49,72,72,47,27,49,26,23,38,54,32,59,55,84,38,85,72,36,18,38,50,10,9,57,33,10,73,63,35,43,96,65,80,23,100,100,88,43,10,39,87,55,63,51,28,99,20,58,97,63,70,30,40,38,54,87,47,1,30,68,40,58,96,19,57,86,69,30,84,9,26,13,23,34,12,42,72,10,41,100,75,73,43
18_1,35,94,20,31,43,64,20,99,24,30,7,24,46,18,62,91,4,99,87,28,49,54,87,74,77,93,89,19,68,89,48,32,21,19,6,58,42,38,82,85,40,99,57,30,26,92,27,84,95,13,9,12,69,40,11,69,95,23,84,45,42,31,46,39,41,19,25,39,91,13,100,50,68,44,28,58,70,1,85,79,78,68,44,4,100,72,81,26,33,33,0,21,66,62,59,46,79,70,92,65,62,25,56,14,3,88,91,21,28,87,88,48,57,18,67,21,12,94,26,3
18_2,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658,68658
18_3,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812,25812
18_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
19_0,84,7,19,41,53,93,37,23,35,13,70,71,93,43,50,65,38,5,87,84,80,11,4,14,66,48,32,44,20,0,61,13,0,86,72,59,97,7,28,73,78,51,89,35,12,36,52,51,27,4,0,84,48,19,9,35,39,74,7,97,19,43,94,98,20,78,32,64,31,18,57,92,95,66,97,19,12,65,13,9,98,78,82,12,80,46,54,85,73,26,56,55,77,64,92,36,6,96,39,9,49,1,96,85,10,74,50,23,8,61,85,22,59,1,53,99,63,3,94,50
19_1,16,26,17,75,71,95,33,44,42,26,52,2,55,20,41,85,9,92,65,11,69,10,75,33,40,71,50,27,52,85,49,49,25,41,98,31,85,56,80,82,9,60,50,46,92,55,64,97,60,91,86,67,76,43,43,72,96,12,44,46,89,57,19,53,100,97,50,18,66,65,6,7,91,50,67,37,50,37,35,96,39,100,51,86,67,26,4,20,21,14,41,28,96,0,44,41,95,86,27,36,20,89,30,31,49,90,56,2,71,87,29,61,45,20,74,82,99,63,59,25
19_2,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524,5524
19_3,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
19_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
20_0,67,71,30,42,46,65,24,9,13,81,63,98,26,2,55,88,84,64,26,79,33,4,72,39,40,84,51,89,35,27,1,99,28,46,28,99,59,94,18,56,30,98,13,41,13,54,12,57,100,56,2,28,62,99,93,21,72,99,29,47,42,68,83,68,62,83,90,31,30,31,17,28,57,63,99,26,61,93,55,53,59,53,85,21,26,92,2,68,50,64,98,48,85,62,49,85,58,79,89,60,44,68,71,22,25,68,70,100,67,33,7,55,59,62,29,28,67,77,56,60
