P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
168_2,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391
168_3,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976
168_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
169_0,75,11,29,95,91,78,100,23,43,20,14,62,24,39,76,46,25,41,62,87,11,84,92,95,11,91,80,35,54,62,71,96,13,5,61,36,23,93,90,9,83,93,87,1,63,37,38,44,97,62,63,41,3,15,98,98,29,46,47,90,13,7,75,65,91,28,15,49,2,8,36,4,4,25,55,1,83,26,39,94,46,86,11,92,12,32,16,0,43,33,30,53,82,14,78,25,77,16,82,42,59,87,46,35,94,94,90,14,97,93,29,74,30,50,98,38,93,67,99,81
169_1,33,92,98,66,63,51,89,19,65,47,28,14,17,11,27,87,10,4,58,20,34,93,46,13,64,19,78,57,87,84,84,36,91,29,49,39,45,93,67,83,37,40,81,85,3,32,35,61,60,97,30,98,64,32,76,73,44,39,16,40,27,0,50,7,24,64,71,7,44,75,25,1,54,41,96,41,92,21,9,96,9,37,82,98,23,53,53,10,89,49,0,64,73,55,55,62,63,16,55,15,6,9,38,80,95,86,61,50,87,40,85,44,8,17,9,68,97,54,92,45
169_2,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669,3669
169_3,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779
169_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
170_0,50,56,83,6,12,75,7,24,93,0,79,34,30,3,47,36,19,47,16,20,74,46,69,100,26,32,37,2,57,28,2,99,11,71,86,29,70,32,48,60,67,74,91,93,40,23,26,63,46,61,84,10,59,20,95,63,36,88,53,81,52,12,62,7,88,93,96,89,77,60,56,10,35,15,24,44,33,26,82,73,34,46,98,77,47,35,50,92,56,45,45,85,54,48,62,87,86,9,59,54,30,27,7,42,48,40,53,97,40,14,33,65,44,54,2,47,86,36,74,52
170_1,37,91,88,50,4,83,87,66,64,31,87,75,62,82,99,75,24,22,15,59,63,60,48,76,91,37,54,90,87,74,73,34,26,88,72,78,29,9,4,38,16,41,62,24,96,49,18,57,84,26,78,31,60,55,11,7,19,99,11,47,99,54,62,58,8,5,48,3,66,98,27,46,95,1,32,32,52,64,91,37,61,10,26,84,49,4,13,24,3,89,24,74,73,41,34,94,37,23,27,8,22,68,57,89,33,15,52,72,46,30,12,88,84,57,30,42,7,99,47,51
170_2,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911
170_3,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546,2546
170_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
171_0,15,97,75,48,69,48,10,62,39,39,97,63,42,45,3,10,46,70,23,20,33,86,80,4,20,38,13,84,42,62,5,8,25,69,48,5,24,97,82,34,93,43,10,59,65,99,90,31,47,35,21,73,71,10,27,92,8,75,60,43,93,9,19,62,54,45,11,12,3,13,82,40,38,21,60,7,50,71,95,99,18,4,10,58,47,90,30,20,89,68,55,13,39,32,94,22,53,34,78,27,35,59,22,72,26,17,98,84,18,89,53,84,77,5,61,25,14,43,54,64
171_1,90,9,62,39,12,92,91,77,61,44,69,98,85,21,34,32,32,6,85,61,7,70,69,73,44,9,38,63,76,29,69,27,39,87,39,14,65,89,61,13,62,74,83,43,68,47,64,34,80,48,22,47,58,52,46,89,5,2,71,85,51,47,91,32,61,64,17,45,73,21,88,91,10,15,32,22,75,75,95,37,55,3,47,82,86,3,48,99,97,27,92,26,19,3,22,81,25,29,28,59,63,16,91,69,57,20,74,95,20,22,93,73,73,96,55,44,32,8,76,9
171_2,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007
171_3,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411
171_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
172_0,62,39,84,64,46,66,100,98,48,50,4,100,36,64,35,95,28,72,87,39,33,83,10,32,0,58,31,61,78,100,29,39,27,22,18,6,44,26,4,80,5,55,78,93,99,55,97,40,46,65,73,84,67,1,19,72,66,4,27,21,37,87,36,13,92,73,78,24,25,55,38,19,66,35,53,15,60,57,33,31,46,25,61,58,31,15,60,75,12,87,4,83,79,35,89,88,69,21,98,58,48,40,33,94,69,51,37,83,34,31,66,19,100,94,0,31,55,13,98,28
172_1,64,16,41,6,32,20,3,55,6,75,23,58,53,7,70,30,91,33,51,37,24,77,51,33,87,11,10,48,30,60,56,33,59,60,23,58,38,5,33,92,18,46,10,47,88,35,34,5,96,24,60,28,9,2,91,82,0,13,19,60,37,58,67,62,79,34,81,34,98,82,67,68,64,71,57,27,74,13,15,7,63,80,58,26,72,97,1,44,69,68,77,40,32,3,67,15,25,98,66,73,11,78,20,57,11,59,60,68,12,33,27,57,69,14,4,95,32,22,5,84
172_2,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
172_3,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
172_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
173_0,92,2,64,92,33,28,49,59,53,18,68,95,94,0,70,71,21,39,65,92,27,21,73,15,85,77,39,28,10,38,66,6,91,58,40,76,25,88,54,94,4,36,71,35,24,56,97,38,16,9,59,99,74,42,56,29,33,69,67,42,87,47,44,20,85,31,5,23,7,90,26,4,48,22,23,32,91,92,5,95,18,83,32,45,86,60,10,97,46,91,98,52,13,56,49,77,8,80,12,93,82,23,26,82,8,61,66,74,76,2,14,99,91,9,14,29,35,5,33,58
