P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
43_0,62,7,40,42,53,89,91,84,59,83,68,58,64,25,80,38,77,28,99,10,68,94,93,44,44,86,89,47,26,84,90,30,1,99,50,20,29,11,91,4,11,63,0,10,39,28,62,62,5,84,91,9,16,29,82,88,70,88,80,88,59,60,30,94,89,61,3,4,57,3,18,81,53,91,20,77,38,73,30,93,1,66,28,67,30,48,61,90,25,74,59,60,26,8,8,31,57,22,66,29,22,50,98,34,11,47,33,76,86,80,81,80,98,27,0,54,27,99,87,0
43_1,50,34,79,15,74,43,87,91,85,87,92,51,52,70,97,40,49,4,9,48,23,88,4,54,8,11,46,16,68,46,43,31,6,97,22,70,35,29,25,6,29,29,24,100,33,63,63,66,50,62,79,76,49,99,92,5,22,31,76,60,73,20,5,64,74,54,96,68,32,87,72,51,35,95,54,15,40,48,25,9,78,67,52,54,74,66,24,53,63,90,98,16,11,57,48,56,93,66,38,54,15,58,81,27,83,82,53,95,82,37,68,54,57,98,28,10,68,2,99,39
43_2,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398,8398
43_3,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968
43_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
44_0,67,62,72,1,45,66,100,42,6,85,79,53,44,43,50,22,66,85,50,9,60,16,61,7,20,33,89,68,48,42,44,3,25,87,89,97,41,77,92,80,39,65,2,18,49,60,49,81,93,56,3,63,9,11,61,60,39,28,80,68,69,89,56,79,88,75,41,70,70,59,23,23,19,37,19,39,11,45,91,17,50,30,49,34,4,23,28,99,2,12,4,24,97,77,61,52,47,69,89,7,74,43,37,70,76,46,87,65,67,54,65,4,80,59,76,70,53,41,41,99
44_1,16,38,65,62,79,39,67,87,96,56,99,56,11,88,19,24,40,24,79,6,0,43,30,46,42,84,1,80,74,91,27,17,42,8,54,22,97,46,45,0,33,74,68,93,53,10,21,13,6,11,49,63,96,5,94,21,90,40,28,24,75,29,62,97,86,69,48,90,92,97,16,29,100,52,46,21,1,80,48,42,52,14,12,59,70,63,46,4,84,20,22,34,28,86,55,37,64,18,15,99,99,70,96,41,62,100,13,45,33,14,23,96,25,49,17,55,95,63,4,31
44_2,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580
44_3,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502
44_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
45_0,96,64,78,68,80,40,82,88,0,21,32,13,55,48,58,5,60,34,85,92,61,78,71,23,68,63,38,6,19,59,85,73,48,55,34,21,3,23,44,94,18,40,44,7,86,89,2,8,66,55,18,73,11,24,9,41,54,100,22,49,22,81,7,48,22,55,36,2,85,80,27,31,97,55,28,11,100,48,30,54,6,49,80,26,84,25,76,79,75,68,83,78,6,99,15,95,64,60,99,29,20,48,63,62,3,53,15,67,22,58,96,78,78,67,52,48,54,42,83,5
45_1,24,96,16,6,87,98,67,6,34,96,84,30,99,28,100,62,13,51,65,53,17,8,9,83,61,3,99,45,8,58,19,13,66,81,71,49,78,72,17,7,64,99,44,66,10,56,22,95,57,20,82,38,64,59,82,62,59,100,19,76,28,100,69,22,13,60,85,85,33,36,52,94,97,12,64,90,1,80,33,44,94,4,37,25,41,64,27,75,66,100,25,42,24,24,23,66,13,37,72,44,63,48,56,26,77,30,17,97,33,72,8,39,28,83,76,88,55,44,28,77
45_2,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035,6035
45_3,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
45_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
46_0,71,27,11,31,83,65,37,20,17,84,0,20,68,83,50,78,94,72,40,83,71,76,50,50,80,90,78,94,24,39,30,35,83,66,65,86,52,27,0,89,91,20,87,0,70,35,74,20,89,74,85,88,77,74,53,7,23,15,2,57,3,85,94,33,34,19,70,18,14,85,82,62,78,40,61,29,87,59,54,43,63,66,39,19,23,5,83,5,97,83,73,44,11,72,85,40,24,12,0,7,89,40,74,96,82,48,21,68,45,72,44,62,12,16,73,91,21,67,96,72
46_1,31,2,42,95,32,48,46,48,27,2,7,55,56,59,88,21,99,60,36,49,58,85,11,15,70,18,16,72,54,0,45,17,22,83,75,31,50,54,7,27,8,81,10,79,86,43,9,47,31,42,24,95,8,23,55,2,10,0,37,69,75,82,89,23,26,67,11,22,57,47,0,99,45,87,48,40,23,79,98,28,47,97,39,85,52,72,32,92,45,45,96,7,97,62,70,74,2,31,52,76,54,71,8,8,28,16,55,62,34,60,84,54,17,92,30,61,67,5,8,45
46_2,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687,5687
46_3,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567
46_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
47_0,92,5,78,91,27,13,73,97,85,2,20,49,62,51,1,0,26,8,40,42,16,0,99,37,6,0,1,14,88,47,47,17,81,90,77,98,1,62,92,70,90,95,96,11,40,73,71,42,86,38,61,18,2,39,71,44,57,80,69,36,35,3,72,49,62,85,90,41,43,7,14,72,4,93,13,15,100,92,63,83,54,31,58,5,26,65,75,12,65,57,31,86,55,19,76,29,76,27,62,68,24,49,82,84,66,34,75,72,65,80,10,34,7,54,79,55,81,66,71,81
47_1,15,6,77,4,15,99,60,20,95,58,6,5,47,17,10,49,94,6,65,70,72,59,45,63,14,18,80,33,31,91,87,71,14,18,4,65,28,95,14,4,87,67,53,34,55,100,86,48,92,76,28,8,67,61,66,97,80,89,92,74,46,86,20,47,20,96,42,54,89,68,9,47,77,81,39,83,38,96,41,64,38,44,64,46,33,62,74,64,96,92,46,94,58,94,24,14,19,89,26,74,50,87,52,0,58,73,87,69,99,1,53,45,100,9,12,29,54,46,38,36
47_2,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780,8780
47_3,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983
47_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
48_0,49,75,81,1,36,24,0,80,4,8,31,70,14,91,31,15,41,43,56,0,87,13,3,11,74,46,25,76,6,87,73,99,33,92,64,30,85,89,69,86,66,35,37,17,100,14,15,7,49,23,3,87,32,91,40,24,1,83,24,63,47,73,3,18,5,61,41,39,37,52,57,31,2,7,17,55,95,100,11,8,41,28,66,9,38,48,51,19,35,57,22,22,34,19,48,75,4,86,67,20,91,93,60,55,16,79,28,95,98,64,97,48,95,88,33,0,11,92,20,80
48_1,15,99,93,12,4,67,25,49,57,11,12,26,82,65,7,29,78,40,54,19,44,50,46,82,8,63,84,56,68,74,82,10,98,51,5,85,92,33,97,94,43,49,46,62,41,98,18,77,41,63,43,29,45,7,97,89,20,100,51,76,95,0,42,76,3,86,98,40,46,86,48,29,79,53,35,95,85,64,12,73,22,98,94,100,67,73,25,80,46,42,27,49,53,54,84,12,56,69,7,73,94,17,33,6,49,1,35,89,75,53,17,48,96,60,18,71,97,44,30,78
48_2,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332,5332
48_3,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
48_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
49_0,23,15,4,13,17,88,80,40,11,15,1,48,7,2,44,75,99,93,19,23,97,17,92,62,25,74,80,38,58,49,86,44,1,3,76,29,1,4,97,45,8,5,55,6,14,34,76,50,67,99,57,26,33,69,92,2,10,17,84,53,74,34,48,82,72,66,48,90,70,88,1,63,43,48,65,2,63,0,69,62,7,100,34,17,70,61,93,13,5,32,38,81,87,64,47,2,19,66,4,40,28,47,67,62,8,55,55,67,61,44,85,28,95,96,37,90,5,39,42,46
49_1,23,58,20,7,25,93,81,90,80,77,58,5,62,97,48,92,58,64,87,87,8,40,4,66,78,46,76,39,17,97,11,80,81,94,67,61,70,36,90,56,39,72,46,80,12,17,69,86,12,35,82,51,49,17,80,18,83,19,86,68,86,30,16,100,5,82,48,2,57,16,3,93,34,87,40,59,25,61,99,93,22,78,60,0,9,68,95,57,100,81,3,1,0,16,43,89,64,42,50,67,99,40,83,23,41,93,7,21,2,80,48,73,89,55,47,83,6,46,1,49
49_2,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121
49_3,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408
49_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
50_0,84,81,28,54,26,54,43,70,83,45,18,70,61,100,95,96,48,2,24,74,57,98,57,76,81,15,49,44,80,45,6,47,15,49,69,51,27,62,38,24,26,4,85,82,100,27,73,35,15,74,7,44,29,5,40,69,22,72,8,89,91,29,11,98,24,38,57,92,96,93,16,21,43,51,1,75,78,80,45,49,92,41,97,77,74,34,69,60,8,13,86,9,48,58,11,65,5,38,69,0,72,83,88,23,34,73,91,0,64,64,0,67,64,72,84,9,24,73,11,41
50_1,56,22,45,97,61,19,86,37,98,58,12,44,45,20,85,32,92,41,65,68,23,25,0,85,29,69,45,64,99,11,88,26,63,10,80,46,48,99,100,35,6,87,93,30,66,24,35,91,14,12,37,39,52,80,97,60,66,72,33,74,57,80,59,9,52,68,5,56,4,76,98,0,52,77,79,41,0,79,46,58,64,93,31,58,94,90,12,68,29,8,68,8,83,58,29,74,28,50,8,3,3,1,29,56,7,99,13,57,27,99,84,18,46,39,91,52,21,98,23,100
