P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
35_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
36_0,57,96,5,92,32,41,75,65,2,44,75,32,62,21,71,68,1,17,19,44,59,98,3,13,87,44,77,68,15,33,55,21,11,15,74,50,83,29,58,15,59,50,20,88,85,35,48,63,80,72,85,82,1,9,14,33,20,69,52,68,10,99,31,10,84,5,26,66,63,1,46,60,52,34,26,14,43,9,57,72,46,56,30,46,97,12,2,62,79,48,78,39,81,74,26,18,42,59,2,40,40,0,19,20,71,81,84,26,69,14,85,49,77,52,10,65,50,80,91,69
36_1,46,88,57,23,83,66,87,83,81,53,11,94,71,89,6,72,70,97,56,19,39,43,68,79,3,66,72,67,77,95,33,27,38,10,80,82,27,7,51,67,62,99,7,7,16,1,18,46,1,25,65,52,93,27,24,20,84,100,56,32,98,12,47,97,46,6,85,78,26,33,53,35,99,57,35,96,96,6,33,53,8,69,14,36,27,94,54,12,43,95,68,23,29,57,2,37,22,99,18,17,22,80,68,70,28,59,64,85,29,49,55,14,32,58,80,26,60,51,100,65
36_2,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525,4525
36_3,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
36_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
37_0,12,17,4,7,55,97,16,30,56,57,93,67,57,15,56,98,5,87,26,46,3,98,60,95,87,93,4,44,11,33,98,72,90,70,29,93,93,27,15,36,93,18,34,39,43,85,67,35,43,99,29,6,84,91,76,50,98,50,21,83,68,56,92,43,5,48,46,79,69,10,31,61,100,75,23,46,38,57,49,45,31,86,36,45,91,6,58,75,98,17,65,66,30,27,34,86,34,14,80,18,47,69,55,31,89,45,16,62,57,43,8,5,85,8,72,65,66,16,26,44
37_1,46,98,80,4,59,8,60,60,82,25,26,83,58,1,42,6,5,68,84,53,94,95,12,94,45,18,5,67,10,18,4,80,86,65,19,89,53,65,75,76,30,100,73,99,26,59,27,90,26,38,26,99,39,27,97,54,57,3,45,25,29,32,100,74,24,50,50,83,33,100,48,84,81,73,38,74,76,50,1,54,0,34,33,95,52,13,49,35,45,14,17,35,51,40,51,89,88,73,24,68,40,37,78,48,32,21,34,67,73,35,56,29,69,39,20,1,3,99,25,56
37_2,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991,4991
37_3,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
37_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
38_0,82,7,3,84,29,40,3,51,22,6,50,30,33,70,43,47,33,49,48,1,71,38,93,81,92,97,49,41,79,15,87,97,85,2,91,58,57,20,97,71,40,54,46,11,42,17,26,96,30,84,41,66,19,51,70,99,87,7,7,35,69,76,27,74,22,28,46,27,11,32,54,99,2,79,3,13,39,86,69,73,82,74,1,14,20,30,99,91,9,73,66,4,17,36,30,79,6,17,79,56,79,69,40,3,71,51,68,1,48,49,67,58,97,72,75,36,49,2,45,64
38_1,78,75,19,50,70,49,99,37,70,82,64,50,2,99,73,30,78,24,6,69,61,68,89,90,21,67,100,3,55,88,46,55,6,77,82,20,29,77,29,12,10,18,73,62,10,51,39,44,6,16,70,22,0,50,47,45,65,39,12,94,3,32,86,69,69,70,100,83,42,5,64,41,22,45,10,80,55,39,84,33,90,73,64,77,31,58,53,44,17,97,83,39,43,73,53,70,14,45,22,48,87,69,25,52,9,54,82,26,89,15,53,64,39,90,69,96,44,36,50,75
38_2,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390
38_3,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628
38_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
39_0,74,0,58,82,28,69,86,91,28,0,40,23,40,52,7,92,25,90,88,19,40,35,51,8,70,89,56,65,60,24,61,4,71,21,50,22,17,58,60,86,83,35,24,77,60,50,84,64,29,68,20,44,2,67,48,87,96,90,58,25,67,81,81,28,67,33,30,49,91,25,39,8,73,75,8,57,51,36,77,34,28,12,51,68,43,71,66,40,77,9,78,98,14,55,51,2,41,84,79,31,98,73,9,64,21,70,74,55,55,12,4,43,22,68,44,69,87,61,17,63
39_1,80,97,38,85,98,40,8,91,74,34,77,36,56,20,19,96,97,74,92,85,40,21,85,88,0,86,53,36,16,91,90,94,32,64,71,40,6,21,77,56,13,48,24,12,18,93,39,6,34,1,21,95,82,68,72,62,96,64,67,60,46,46,1,31,58,78,54,16,25,7,62,62,15,100,37,38,81,77,96,77,48,61,30,23,89,63,52,62,3,50,31,97,17,37,62,20,12,6,60,72,79,33,72,8,45,4,20,85,31,64,23,15,81,44,29,97,80,29,26,30
39_2,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399,22399
39_3,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906
39_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
40_0,56,5,5,87,14,43,36,97,23,33,1,1,36,65,78,83,7,93,38,93,14,3,63,100,26,73,15,91,88,56,61,15,9,38,22,79,93,57,33,6,91,36,13,69,31,89,59,75,56,69,93,41,19,16,60,65,98,39,47,47,63,72,75,25,44,27,80,87,7,24,71,89,62,5,45,73,43,76,4,54,58,81,88,38,79,70,46,78,4,47,20,11,20,7,6,31,31,98,20,14,21,100,37,34,7,41,71,6,21,44,19,82,48,10,54,2,68,99,44,37
40_1,49,28,54,3,97,82,5,51,71,41,90,76,71,61,99,17,34,42,94,83,76,90,100,89,90,75,100,60,40,28,26,93,62,25,93,51,35,64,98,62,47,78,74,39,98,0,54,94,43,46,89,43,40,84,41,72,41,32,68,85,66,72,95,10,20,6,30,57,63,81,96,8,56,11,81,3,55,47,18,97,60,16,53,2,8,34,66,19,54,72,47,42,5,36,5,50,34,44,76,50,4,96,11,68,49,59,68,94,54,58,71,39,7,94,15,64,58,30,51,95
