P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
66_0,99,16,87,28,89,73,81,53,3,88,60,75,24,31,76,43,97,30,33,86,97,55,36,34,89,11,24,37,12,87,48,75,3,50,54,8,3,6,82,86,46,2,26,88,89,100,59,84,45,49,66,85,54,21,0,4,68,26,21,31,60,72,10,89,88,31,21,17,26,33,2,60,32,84,76,7,61,78,86,95,95,93,57,34,88,24,64,3,95,36,75,23,83,50,75,31,80,55,19,36,7,93,4,34,97,81,25,64,51,78,13,5,88,98,7,100,17,13,100,28
66_1,28,70,48,0,83,98,64,85,67,27,5,71,82,35,43,39,32,69,64,58,77,54,87,93,97,2,84,72,86,56,24,4,72,86,24,55,55,12,18,84,82,28,27,52,80,15,12,97,92,33,66,1,60,92,91,0,28,51,44,4,37,25,64,54,90,25,33,81,55,5,40,74,55,20,38,70,15,6,70,11,3,42,59,9,50,26,28,14,34,37,5,47,53,79,27,45,18,45,73,83,45,81,5,71,48,56,39,20,34,16,3,22,67,73,86,24,32,77,100,11
66_2,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154
66_3,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
66_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
67_0,3,58,65,73,86,97,66,2,69,79,2,85,17,83,72,4,87,34,62,61,99,20,77,85,89,26,65,32,77,51,63,66,42,19,12,89,16,15,64,30,38,71,84,60,16,32,87,57,20,52,83,27,13,26,39,38,61,92,43,29,67,75,48,69,48,72,86,74,81,82,42,82,86,28,22,25,42,80,31,25,2,80,20,65,93,51,57,75,18,45,39,20,95,95,75,57,31,47,36,41,50,52,21,24,95,12,65,68,85,76,62,17,96,71,52,26,54,62,6,60
67_1,75,88,88,37,71,42,74,40,62,45,68,11,36,40,63,86,48,16,89,93,66,24,80,46,67,86,32,20,4,6,54,64,66,4,4,74,85,93,16,20,87,62,57,72,97,32,72,50,92,14,60,41,59,78,97,93,83,82,83,26,86,8,27,14,3,38,89,75,37,4,47,37,42,70,72,71,74,76,6,84,11,90,54,57,88,59,3,75,79,52,73,47,90,47,30,73,27,54,66,29,50,2,24,33,18,28,74,48,94,38,92,87,85,61,99,98,45,93,40,73
67_2,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845,7845
67_3,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
67_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
68_0,1,89,14,56,16,78,60,54,15,98,83,37,66,32,23,68,3,49,95,64,16,32,71,91,87,7,57,60,100,8,13,37,43,9,95,9,24,10,17,24,93,3,64,43,71,5,32,34,18,43,39,82,95,49,72,48,39,84,4,25,53,9,55,1,94,19,7,16,53,59,99,90,28,2,58,69,48,91,5,73,27,87,79,49,45,89,84,63,75,65,64,41,92,39,77,51,19,100,31,23,0,22,15,8,96,95,19,84,47,100,84,56,39,49,24,22,98,10,26,29
68_1,58,40,5,0,76,29,94,1,66,74,77,75,11,88,76,68,74,48,24,16,12,98,4,79,81,45,94,0,3,48,66,7,33,44,19,78,21,30,10,41,74,0,3,92,97,18,69,50,52,99,28,67,63,82,30,18,57,21,56,40,61,65,64,32,20,26,29,66,40,63,78,10,51,93,48,75,13,86,92,51,81,82,9,94,38,11,30,62,45,49,99,13,71,84,63,13,100,78,78,59,99,2,80,24,94,20,86,86,54,66,14,76,74,89,78,70,92,48,61,20
68_2,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414,42414
68_3,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080
68_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
69_0,53,67,98,8,42,85,70,47,12,45,11,55,5,49,23,43,35,93,38,52,23,86,34,67,20,1,63,4,98,71,33,63,10,59,87,85,94,4,23,82,91,42,40,5,77,59,68,88,98,79,31,57,29,90,36,97,10,29,56,49,61,85,88,31,88,69,85,40,6,94,68,24,70,13,47,29,1,88,34,72,58,53,52,83,98,88,43,70,11,44,38,51,29,75,57,45,86,46,56,79,17,21,61,89,56,48,66,25,61,10,47,89,24,44,41,34,25,96,57,50
69_1,18,54,54,87,95,46,54,13,16,69,92,71,26,31,29,47,70,21,3,43,88,7,99,46,97,65,42,83,53,87,56,68,90,25,48,40,64,45,99,59,96,36,14,69,3,90,79,100,39,17,73,39,80,11,80,1,88,73,89,51,31,28,88,16,38,91,18,39,52,59,85,25,22,14,92,12,71,7,59,56,38,3,16,36,71,60,76,5,38,49,92,29,0,97,63,24,1,9,68,36,98,40,9,74,61,40,80,95,38,35,8,65,2,87,48,42,20,39,15,17
69_2,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629,8629
69_3,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603
69_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
70_0,49,9,96,37,49,7,99,55,74,90,27,72,24,37,37,77,38,32,94,37,100,99,41,75,27,49,97,78,48,100,93,10,93,97,64,3,41,71,97,31,9,54,24,20,45,42,47,5,17,92,96,54,23,28,6,44,33,34,62,22,70,6,18,11,91,53,27,64,52,59,13,86,12,90,93,58,12,28,39,96,30,50,9,9,18,100,33,1,83,48,24,8,35,52,0,23,100,35,2,55,39,12,79,26,6,46,4,50,68,62,20,69,96,27,10,80,82,26,98,2
70_1,3,98,10,3,85,12,65,70,13,42,13,90,74,40,43,90,64,80,2,6,1,2,89,82,47,57,70,85,1,78,42,10,46,14,32,55,91,79,7,58,95,89,43,6,77,87,41,47,94,45,22,86,36,51,10,12,45,83,62,65,10,3,80,49,48,67,60,19,76,47,61,59,92,96,68,88,24,48,11,89,60,23,76,6,27,53,20,11,4,15,49,74,64,61,59,0,89,98,77,38,99,67,41,99,41,97,4,8,54,29,1,50,71,90,6,83,87,30,89,20
70_2,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792,9792
70_3,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306
70_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
71_0,10,50,69,26,14,44,20,42,97,61,5,49,68,97,27,64,82,66,26,88,59,94,76,100,24,60,97,89,11,13,46,77,40,56,43,93,62,73,10,40,21,44,49,38,32,93,79,57,87,42,15,34,84,71,61,53,57,74,63,97,97,45,19,88,76,3,28,75,25,79,16,32,19,47,17,79,43,37,85,87,2,63,13,84,65,13,82,29,41,30,33,41,59,29,19,3,12,64,53,93,56,42,31,55,55,56,80,34,71,0,29,97,57,96,2,74,50,65,74,40
71_1,91,79,83,60,66,30,82,26,44,26,78,24,79,85,86,28,41,12,85,89,58,3,62,15,63,44,68,10,76,29,20,3,94,100,81,66,73,13,26,26,85,6,19,68,63,37,75,67,13,84,83,11,70,95,25,60,39,79,40,28,15,70,72,16,98,77,49,10,57,0,65,11,91,72,92,91,76,47,64,23,86,55,0,62,24,10,61,31,63,39,38,88,92,65,49,47,26,9,32,50,44,16,19,7,16,74,65,35,70,68,44,87,59,83,87,71,38,40,32,27
71_2,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631
71_3,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801
71_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
72_0,29,68,0,5,75,56,30,67,69,20,15,30,76,76,78,48,41,83,12,94,75,82,74,79,86,0,85,13,15,52,90,33,8,53,9,33,17,1,65,96,23,65,44,29,6,97,3,72,12,64,59,2,50,9,21,28,75,66,62,39,81,30,8,7,14,95,37,67,78,99,95,87,38,65,25,78,18,71,83,0,27,12,45,0,4,9,21,47,31,40,88,30,36,5,16,68,84,99,83,55,65,11,20,71,47,3,18,20,93,61,55,58,30,59,44,20,84,93,47,86
72_1,23,35,71,20,77,6,44,69,80,53,49,14,46,75,69,64,77,25,31,22,88,66,72,66,15,70,30,85,17,46,0,94,49,63,64,44,26,65,69,8,30,0,94,45,87,26,73,95,54,28,1,83,13,48,95,36,41,14,69,99,97,86,59,99,38,21,86,89,16,11,86,90,98,53,73,4,14,91,93,21,2,72,64,78,46,66,83,89,65,12,42,26,47,76,80,40,7,53,95,53,57,16,53,62,98,5,81,99,83,52,13,29,74,34,80,52,44,70,60,81
72_2,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246
