P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
417_0,50,100,3,15,83,35,17,98,88,24,83,82,54,77,100,62,43,85,39,95,52,22,39,89,22,96,79,2,42,71,52,72,35,64,3,61,27,50,39,41,52,4,60,49,37,86,21,33,43,41,31,78,11,8,94,95,20,87,93,67,13,80,76,92,44,73,39,0,46,98,93,66,79,85,39,26,95,58,16,60,40,16,33,15,2,53,93,20,89,95,41,50,43,19,77,81,3,76,27,45,100,56,26,76,96,93,16,37,60,71,65,72,1,48,41,53,16,11,3,24
417_1,40,45,42,65,95,55,3,80,50,64,40,23,28,93,65,11,100,63,83,5,41,19,99,34,79,51,69,7,40,21,42,41,64,44,96,100,78,14,17,14,1,27,65,79,48,55,30,85,53,54,13,2,53,48,10,95,51,99,74,23,50,52,83,36,95,6,95,29,56,7,21,44,59,88,71,61,54,22,96,72,70,21,32,93,58,97,32,99,62,32,17,6,96,67,78,53,94,39,99,40,40,17,11,7,60,68,1,98,61,15,16,7,69,71,69,62,57,11,39,34
417_2,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194,2194
417_3,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424
417_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
418_0,5,18,87,12,87,45,39,31,23,90,43,33,2,23,3,33,20,60,69,75,88,57,25,68,36,85,25,12,70,47,4,14,68,57,64,12,55,3,42,45,37,64,0,5,56,88,44,86,71,2,24,91,28,67,7,10,46,68,58,68,55,88,7,53,93,0,94,91,98,21,48,22,79,30,73,68,55,96,1,58,59,34,51,99,52,86,3,32,62,57,16,96,80,95,92,36,13,53,21,24,68,63,78,74,5,90,38,94,45,44,36,51,29,56,50,7,68,27,6,95
418_1,60,29,98,27,75,62,59,39,98,40,24,31,75,41,40,37,80,100,85,65,4,59,79,64,48,11,23,59,92,27,92,51,66,79,84,92,92,82,45,26,94,44,36,48,82,96,31,32,41,98,31,7,67,62,95,38,81,80,34,68,90,78,85,87,67,30,21,44,62,85,67,93,35,63,33,18,6,52,72,49,7,94,71,3,18,57,100,83,93,46,18,65,36,36,91,87,5,58,37,32,23,86,64,33,3,83,38,73,86,58,63,28,62,17,19,61,39,80,74,57
418_2,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209
418_3,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
418_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
419_0,97,63,22,51,32,55,30,60,76,57,96,83,59,77,12,100,91,36,60,90,53,56,69,100,62,27,22,62,12,91,62,81,33,10,80,1,86,92,98,50,71,24,15,96,32,12,43,51,91,57,12,41,21,31,80,49,30,16,97,76,8,17,13,91,98,85,80,66,47,6,34,49,4,21,86,47,92,24,75,52,70,54,36,43,62,34,54,71,71,49,24,11,34,26,73,15,50,75,90,64,92,89,0,42,53,60,68,3,24,46,72,32,83,5,64,42,57,62,29,41
419_1,10,69,97,52,17,74,21,49,96,56,8,2,41,26,71,8,41,88,50,59,60,14,29,66,65,49,73,12,10,12,85,24,18,14,63,53,38,63,74,19,26,49,96,11,7,94,25,64,49,54,97,29,84,97,31,73,28,49,13,75,54,71,6,37,84,11,1,7,95,41,8,24,47,30,36,58,29,96,47,43,29,18,66,3,51,89,38,37,53,95,53,90,4,25,12,13,73,71,55,37,22,39,14,4,93,32,95,44,33,97,3,19,71,18,44,79,29,95,71,87
419_2,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443
419_3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
419_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
420_0,55,24,66,24,20,84,58,8,35,13,47,75,76,63,6,1,36,100,86,66,17,84,2,31,37,98,87,39,2,66,81,75,34,50,45,100,49,46,54,32,28,42,53,29,47,99,32,14,78,18,68,59,54,83,71,49,15,66,95,38,71,63,89,86,44,16,37,93,98,0,80,65,47,94,93,31,67,12,71,44,3,85,99,17,78,90,40,55,76,81,10,21,82,82,62,44,20,96,86,60,55,24,4,64,94,47,14,70,96,59,47,55,20,35,73,46,85,64,31,82
420_1,81,19,10,45,92,83,80,37,10,95,44,88,71,32,6,44,66,96,56,22,7,77,9,73,54,5,39,32,63,8,42,34,66,13,13,84,2,40,18,30,72,33,52,6,65,81,59,61,66,45,2,99,67,56,16,51,36,54,68,4,6,79,54,84,50,53,81,45,97,40,60,9,20,29,20,18,4,7,23,17,50,91,77,44,19,75,10,31,83,8,77,72,71,78,88,4,15,9,13,2,69,10,81,41,1,64,71,72,95,29,1,34,24,51,100,55,33,57,9,0
420_2,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187
420_3,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324
420_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
421_0,29,39,71,63,19,33,93,65,28,54,32,38,48,21,12,25,87,84,73,19,0,20,53,31,35,79,13,3,38,50,2,9,16,19,46,64,45,91,75,45,88,76,82,0,76,77,87,33,96,100,4,56,0,74,76,45,45,87,89,11,56,40,69,35,74,13,58,1,71,4,90,94,50,52,45,7,36,62,70,88,13,5,86,89,79,9,20,42,59,71,11,47,19,42,57,4,22,26,19,97,33,33,16,85,84,97,6,2,65,83,63,8,26,95,1,36,25,91,54,38
421_1,50,32,7,0,25,38,17,62,0,33,47,64,1,43,85,0,91,9,38,54,69,42,77,32,54,71,53,15,2,84,14,39,50,67,12,1,54,71,78,94,97,65,80,67,25,80,63,88,32,17,32,12,68,41,95,20,29,71,65,17,36,65,32,7,4,76,84,10,11,27,81,36,13,63,94,50,43,34,33,47,47,3,83,62,70,29,4,69,20,48,60,10,69,58,47,62,53,16,12,88,12,51,27,94,36,31,52,40,35,65,23,56,55,80,67,48,76,83,8,48
421_2,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239
421_3,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
421_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
422_0,99,95,89,28,0,42,23,72,19,72,12,67,66,51,57,53,37,82,1,97,45,30,18,57,98,73,57,71,68,53,47,45,65,65,1,89,41,11,46,68,18,16,61,47,0,14,0,68,69,38,63,29,82,96,25,86,32,53,78,57,59,65,96,62,47,62,54,53,3,55,71,83,75,99,4,67,36,8,43,74,97,94,21,87,31,76,13,12,78,47,53,67,28,72,31,34,12,74,29,70,63,17,82,4,93,17,41,62,55,5,7,54,15,92,83,20,89,55,32,10
422_1,67,92,94,12,50,77,42,29,35,69,51,64,73,73,83,88,77,28,56,18,1,64,91,94,59,74,53,75,46,56,6,44,100,87,53,41,79,58,23,89,51,78,89,20,14,56,85,26,2,84,58,87,50,7,69,30,42,85,22,14,92,92,6,34,79,52,57,31,75,39,61,45,45,95,18,16,61,15,72,19,44,22,20,91,59,5,61,32,77,28,94,28,100,28,90,99,18,26,45,50,29,7,36,6,10,94,25,73,58,40,47,82,39,32,78,44,74,24,61,90
422_2,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
422_3,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
422_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
423_0,54,65,21,99,79,24,23,88,21,25,55,92,29,71,19,18,50,24,23,2,94,86,11,38,39,85,66,13,47,84,7,76,62,41,9,2,35,22,10,10,0,97,61,11,58,71,32,81,38,89,7,77,79,63,29,42,85,57,37,45,14,72,92,71,22,81,39,90,22,45,54,7,52,66,2,51,28,19,85,19,9,61,66,8,86,88,47,18,9,36,60,10,47,3,51,63,37,43,83,12,99,15,7,82,64,61,8,61,17,13,81,30,77,77,47,87,54,46,47,1
423_1,57,85,53,91,69,97,91,60,26,36,79,29,8,68,63,62,50,49,79,88,45,95,66,81,20,17,18,45,52,46,82,5,65,65,95,72,21,16,19,24,42,38,4,50,55,14,0,39,0,6,43,55,88,15,50,100,28,39,72,78,1,77,53,38,30,90,27,49,3,33,10,58,29,21,66,48,32,20,76,13,34,54,61,74,66,0,26,69,77,47,7,55,10,35,49,16,72,83,67,87,85,6,93,9,10,79,66,20,88,45,49,11,61,38,36,66,73,89,26,11
423_2,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927
423_3,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
423_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
424_0,47,96,20,42,48,74,25,73,45,75,63,50,78,99,49,19,59,63,59,94,26,39,96,87,65,6,36,97,30,28,96,41,20,29,20,88,18,68,10,70,50,99,82,100,60,56,13,65,81,68,11,15,37,83,10,80,49,7,82,9,8,95,10,52,7,5,86,95,69,64,57,92,82,85,74,51,22,91,84,80,44,41,41,76,91,94,41,20,35,59,27,98,46,51,31,45,11,44,5,81,70,32,51,77,46,25,10,83,53,73,85,98,38,6,10,20,39,58,36,3
424_1,81,77,7,7,19,19,97,26,47,57,63,16,100,26,72,87,36,10,96,46,42,35,91,32,38,28,12,70,15,22,34,30,36,74,80,15,47,56,10,54,78,75,9,61,52,85,10,44,31,99,86,67,10,42,43,17,37,67,68,31,43,0,80,81,11,62,77,99,71,72,68,38,30,47,82,27,48,70,45,61,75,98,38,41,33,28,55,38,92,60,92,74,34,69,95,5,87,81,67,65,62,60,15,100,78,54,70,70,29,27,4,89,1,55,52,66,43,68,46,20
