P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
2_0,31,72,38,48,92,94,16,89,49,42,77,89,42,94,98,15,93,54,50,92,97,36,3,45,37,52,45,73,25,87,20,28,27,88,1,44,73,2,46,10,53,61,42,68,1,14,15,94,56,19,43,49,90,12,90,33,4,64,39,42,44,87,39,31,62,29,71,57,58,57,85,27,11,26,14,7,87,48,68,85,30,34,88,68,7,43,46,23,75,76,45,66,18,19,40,18,91,32,95,90,73,0,88,61,81,2,1,74,47,76,77,68,23,23,64,77,83,37,81,85
2_1,17,59,29,28,79,9,56,12,80,24,100,95,55,34,41,96,79,50,82,12,61,93,49,10,86,14,46,84,90,44,97,7,81,19,61,27,54,50,66,98,76,36,9,16,28,5,13,64,70,94,60,6,50,39,7,78,35,22,84,88,40,67,63,91,38,21,2,89,61,95,36,22,27,29,50,62,42,97,39,49,96,73,24,8,23,58,19,50,18,74,10,98,23,70,48,54,25,10,43,70,13,25,99,62,43,83,74,60,14,94,97,48,9,30,95,4,33,13,2,70
2_2,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167,10167
2_3,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620
2_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
3_0,59,50,6,24,11,6,55,91,99,78,30,66,80,31,14,98,7,9,58,98,68,51,92,33,37,6,31,97,33,93,97,15,74,3,13,31,29,6,90,96,95,97,85,53,73,91,91,11,53,4,10,60,14,75,5,87,90,68,84,17,32,98,20,20,73,71,53,71,31,5,12,15,99,87,16,62,8,26,66,41,32,41,55,49,91,8,6,40,48,81,17,33,74,79,85,11,74,44,94,85,75,69,65,58,1,94,15,72,82,34,46,12,33,63,65,69,4,88,74,35
3_1,76,93,98,91,57,60,49,48,23,100,36,58,81,0,4,50,67,74,90,8,19,82,28,18,4,96,25,32,4,22,99,45,25,29,43,35,81,8,28,58,22,33,69,6,74,83,50,12,56,69,100,90,84,97,45,55,49,84,26,87,46,42,60,32,86,66,33,42,97,59,13,65,85,87,59,88,13,42,51,86,27,66,75,9,7,30,18,93,40,48,16,8,90,69,72,97,4,76,79,26,63,96,70,97,15,75,84,66,72,72,37,82,19,40,50,23,70,21,50,50
3_2,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803,6803
3_3,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
3_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
4_0,13,20,1,9,18,37,51,58,100,14,13,79,22,30,72,83,29,52,30,41,83,51,24,3,20,77,37,98,14,16,79,51,18,9,67,67,29,26,15,36,72,5,56,3,1,5,88,11,99,2,24,18,72,25,72,36,99,99,51,84,97,57,71,12,61,79,94,46,49,9,78,35,85,68,6,15,68,85,52,93,53,89,1,66,18,81,47,79,1,33,88,2,65,43,4,66,46,91,47,14,77,23,61,33,29,22,49,1,57,73,90,20,39,19,67,28,65,13,52,68
4_1,1,8,88,56,49,14,68,95,83,49,73,82,63,16,84,9,23,22,22,43,98,67,65,44,66,85,17,49,85,75,70,88,75,96,41,78,2,93,97,95,21,79,15,27,24,36,69,37,95,61,40,92,89,39,3,45,76,96,71,16,57,94,57,88,86,18,25,20,13,46,77,79,51,74,88,7,94,83,73,78,49,95,96,48,14,95,24,4,69,38,35,31,56,16,87,43,99,97,40,45,58,8,61,64,59,19,29,84,27,100,0,32,52,30,39,56,63,34,37,32
4_2,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550,17550
4_3,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089
4_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
5_0,23,77,68,58,2,62,15,62,5,41,70,82,10,13,85,46,54,72,74,15,6,21,33,100,12,3,22,31,64,93,85,49,96,57,63,52,47,20,52,2,32,94,48,29,48,4,25,28,83,11,78,89,27,6,93,91,82,89,30,75,27,9,68,74,46,80,71,39,79,15,25,29,41,71,22,62,83,41,62,82,65,37,3,1,41,17,67,10,33,20,79,40,15,96,28,76,42,10,14,24,10,21,89,90,6,95,52,19,25,63,84,31,24,16,17,98,78,98,8,82
5_1,84,77,30,50,36,4,51,15,24,84,34,20,6,74,38,60,53,97,41,56,37,73,19,61,19,1,57,76,96,33,50,28,65,30,66,41,41,38,100,19,85,52,91,44,10,26,31,29,56,69,66,87,35,56,39,44,14,37,37,55,49,22,80,69,86,83,53,58,76,93,87,50,41,92,12,45,26,35,1,71,28,0,88,49,3,53,77,23,82,58,86,65,97,2,35,10,73,59,41,2,11,10,29,69,62,2,9,19,59,89,37,76,34,59,77,52,28,17,45,97
5_2,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207,6207
5_3,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882
5_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
6_0,33,88,1,85,56,69,37,54,32,29,66,10,33,52,88,16,44,55,37,96,100,86,32,16,23,66,30,23,43,32,66,18,98,7,19,18,96,76,59,95,11,16,35,100,96,78,89,57,27,44,92,46,100,18,50,75,42,12,38,28,50,60,94,59,4,64,82,96,90,34,31,63,58,14,73,77,17,43,78,11,84,76,58,51,82,59,71,21,5,29,59,35,25,55,65,2,13,47,82,94,8,19,98,6,12,67,91,63,71,29,59,3,69,83,0,35,71,96,34,7
6_1,64,13,9,48,87,56,92,14,95,66,57,91,64,94,91,31,12,90,94,10,1,93,11,67,48,9,1,44,66,18,38,38,100,90,6,9,51,86,33,62,14,44,42,0,73,63,33,46,84,56,55,27,72,23,79,73,16,83,42,67,81,62,51,91,3,7,68,79,82,47,97,69,1,78,76,80,41,54,25,77,35,21,89,30,89,0,5,39,11,4,74,36,76,75,9,61,9,18,32,35,19,97,96,77,52,47,5,51,94,89,91,67,29,85,85,93,1,90,11,43
6_2,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522,11522
6_3,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326
6_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
7_0,1,89,34,83,73,93,84,61,11,13,51,80,92,9,38,99,82,66,44,88,6,62,94,88,44,32,30,99,44,41,66,48,85,73,80,28,38,25,92,96,33,76,21,4,91,94,83,24,32,32,94,23,14,82,42,82,68,83,71,10,12,38,63,21,72,67,9,22,46,29,38,48,86,90,30,94,62,75,86,96,55,68,0,33,13,100,61,78,76,54,13,52,46,28,33,7,11,63,56,11,6,70,87,33,47,9,25,69,26,17,36,16,7,49,49,97,46,1,35,76
7_1,9,13,4,66,64,22,12,60,35,72,25,43,5,100,31,54,35,75,82,17,98,4,81,93,27,13,22,92,73,100,36,76,62,60,16,24,82,8,15,44,50,65,35,16,47,41,81,30,17,77,52,72,83,51,17,88,35,19,11,50,93,51,74,89,17,70,18,53,58,29,63,81,58,45,43,72,38,66,60,42,6,18,71,46,81,77,25,36,17,99,75,94,72,33,15,12,86,89,22,100,51,99,25,97,24,72,5,53,18,100,29,2,54,87,25,2,35,15,81,66
7_2,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295,7295
7_3,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457
7_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
8_0,66,25,64,6,61,14,90,18,29,35,26,66,2,26,91,73,52,73,36,13,75,34,60,63,96,11,78,4,15,16,67,11,16,23,86,95,80,41,59,47,78,75,51,96,37,71,31,26,18,78,15,25,55,43,84,75,16,99,35,44,83,45,77,61,92,25,66,64,98,34,89,18,2,48,54,16,69,76,32,77,9,94,49,61,6,51,43,92,48,50,78,29,28,11,48,6,9,51,83,48,34,6,46,14,92,77,61,8,23,9,12,87,30,71,22,64,96,94,58,54
8_1,7,49,31,39,30,45,94,39,45,93,9,80,39,52,30,90,4,14,52,64,61,41,25,74,84,23,26,12,83,41,5,14,72,31,10,82,83,98,53,3,86,58,78,39,1,62,17,63,78,86,31,8,9,96,53,37,68,66,34,42,26,7,57,49,20,35,72,84,71,58,7,24,74,70,66,5,5,70,66,39,16,37,80,91,77,59,87,23,54,45,60,100,95,10,34,65,80,46,51,14,25,20,3,32,90,62,61,64,42,5,66,97,1,26,28,38,68,36,16,5
8_2,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882,46882
8_3,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809,8809
8_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
