P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
277_0,59,81,29,85,32,61,99,33,9,97,6,79,16,94,38,46,67,63,74,73,81,10,41,68,46,35,95,27,12,41,18,41,43,59,84,0,58,36,28,82,58,100,35,77,84,9,48,73,75,2,60,83,9,71,4,67,83,13,48,98,22,35,56,91,64,69,11,85,56,71,74,99,38,23,35,99,29,49,78,45,78,33,55,68,63,72,91,71,36,2,11,33,47,41,31,28,60,96,1,81,42,48,80,28,83,54,24,80,49,40,35,42,87,38,44,44,81,53,88,49
277_1,46,7,73,71,34,47,34,29,74,0,18,56,68,57,57,73,88,11,35,45,94,95,94,9,100,67,12,1,45,84,1,60,76,67,6,32,10,77,42,87,54,35,97,2,63,0,87,96,71,4,6,36,81,33,83,1,21,85,10,10,15,6,62,96,24,47,62,52,92,90,57,70,95,12,69,72,90,96,6,35,46,94,56,62,66,9,60,96,10,86,74,36,3,79,2,83,60,35,41,56,88,81,55,40,70,51,80,1,52,12,19,73,60,45,20,46,98,37,60,75
277_2,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668,6668
277_3,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779
277_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
278_0,80,17,47,68,46,33,13,25,64,57,34,0,13,84,85,93,23,0,3,32,71,99,83,15,42,64,30,92,35,4,63,88,69,14,67,47,81,52,1,73,9,54,47,8,48,35,15,62,24,48,9,28,12,3,51,51,15,100,96,27,34,81,75,57,6,81,28,79,13,38,72,66,0,38,26,2,24,94,34,76,85,62,43,90,38,53,80,91,56,58,0,46,56,40,92,23,30,76,74,38,38,7,42,21,81,53,23,52,77,63,59,28,56,54,38,37,30,62,87,63
278_1,41,62,53,43,47,53,84,63,23,83,3,70,54,63,67,76,5,92,25,70,35,82,56,21,43,67,66,70,21,54,45,88,20,27,27,21,91,75,93,93,28,100,27,40,86,26,97,22,68,45,8,43,100,56,30,21,47,4,7,32,22,42,47,90,78,76,47,67,27,66,29,60,48,0,46,24,46,25,41,31,53,1,39,93,100,70,84,58,38,49,66,60,85,59,23,11,11,23,46,12,83,30,9,75,48,28,34,86,44,86,11,82,52,92,11,30,16,95,26,0
278_2,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464,12464
278_3,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320
278_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
279_0,2,36,96,11,42,55,82,44,66,30,94,53,59,54,57,36,76,23,14,100,51,70,90,30,38,55,51,75,45,45,27,97,56,53,83,20,93,93,63,37,25,73,78,50,94,67,78,83,77,56,61,52,78,92,3,55,59,29,47,88,74,63,89,40,58,12,71,57,52,57,69,86,83,1,71,39,84,60,29,47,63,100,3,80,82,24,40,34,44,41,9,25,38,86,47,67,76,27,37,48,15,29,41,53,22,83,66,5,9,88,8,54,38,40,50,57,31,46,93,14
279_1,17,75,32,92,73,94,90,29,80,19,23,66,61,69,61,36,59,56,33,25,76,19,72,0,72,41,33,52,52,99,61,100,90,13,38,64,59,9,69,93,55,72,47,100,76,46,52,47,62,13,15,56,87,44,66,87,70,23,17,10,19,94,57,91,36,25,84,32,24,12,67,56,21,6,75,72,49,14,33,44,52,9,12,51,25,68,69,69,62,50,94,1,26,100,49,67,63,16,20,37,10,17,67,70,5,3,47,85,89,18,72,79,85,44,29,55,23,24,78,1
279_2,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418,61418
279_3,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216,18216
279_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
280_0,27,44,58,36,38,45,98,6,78,13,99,90,36,71,3,31,2,15,69,71,44,46,30,63,61,71,14,81,7,49,73,56,51,20,7,67,29,64,36,79,83,72,47,10,16,0,0,35,3,30,75,63,97,15,87,61,34,85,1,76,87,89,36,27,76,34,58,89,23,80,55,20,28,54,85,16,59,18,96,31,38,25,58,66,98,84,99,64,3,31,99,55,28,40,41,11,88,28,48,71,46,91,95,40,74,64,35,32,38,15,27,33,65,53,36,69,46,5,96,24
280_1,36,75,60,20,48,82,31,50,93,71,82,56,58,58,95,85,34,86,15,17,15,99,76,39,11,89,8,7,0,45,8,62,14,48,14,28,66,55,22,83,24,100,68,67,44,37,27,89,55,0,18,83,45,10,34,79,44,35,7,34,7,24,50,5,45,36,64,56,62,11,69,76,53,66,67,53,29,84,86,66,95,38,79,53,24,55,11,82,45,28,63,11,97,75,76,38,30,22,3,35,5,41,47,74,57,22,11,1,31,30,59,98,27,6,53,85,51,80,90,14
280_2,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909
280_3,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366
280_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
281_0,91,85,55,95,5,21,76,12,51,5,61,92,65,65,53,30,81,67,81,43,51,69,65,11,87,75,32,27,84,93,40,8,1,33,76,92,5,42,79,71,44,22,24,71,63,38,49,0,25,57,64,75,10,42,53,37,84,83,84,93,50,26,42,36,39,52,83,67,21,88,29,90,91,30,95,49,37,49,3,13,83,1,21,57,73,81,83,86,66,11,64,5,84,72,22,12,76,97,91,92,1,31,8,67,22,47,91,45,30,88,54,10,75,56,44,9,67,64,100,78
281_1,8,49,50,71,36,92,77,71,52,27,22,92,58,33,2,45,9,78,55,5,43,5,34,71,1,73,30,8,63,7,68,36,50,59,65,25,0,37,73,17,94,82,51,8,34,36,19,23,92,15,95,74,53,15,87,66,12,90,81,65,85,22,60,14,69,3,58,37,80,12,94,31,66,2,20,69,99,45,9,72,58,24,0,94,75,86,62,61,49,51,69,52,61,2,7,46,3,16,100,77,76,20,67,44,53,78,77,23,100,63,68,1,80,99,68,80,63,61,32,50
281_2,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684,13684
281_3,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464
281_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
282_0,5,94,30,41,9,25,70,32,71,76,80,92,15,44,34,64,25,15,37,14,21,80,97,58,91,21,72,73,88,70,64,45,13,53,24,92,59,99,83,16,48,95,22,12,25,39,24,35,99,96,57,61,68,70,27,52,56,98,89,100,88,46,9,42,82,4,81,46,4,83,23,45,79,70,41,17,61,60,99,69,18,36,46,97,69,77,4,29,63,29,55,69,61,67,57,58,4,9,47,21,55,91,37,10,65,28,94,84,2,78,89,29,28,52,52,95,11,96,58,57
282_1,92,63,99,76,2,46,12,34,85,61,83,94,74,63,67,38,35,16,42,40,81,29,31,37,64,59,78,1,27,85,61,46,40,0,63,50,78,85,58,65,84,43,73,38,64,88,39,8,30,55,62,94,0,84,39,30,99,50,43,58,53,61,36,15,68,99,40,46,82,21,14,2,36,81,73,85,32,47,63,76,78,36,8,41,13,2,67,71,33,68,3,72,22,11,46,54,39,9,42,17,22,18,31,87,43,43,10,97,11,2,34,100,5,49,74,49,34,70,51,58
282_2,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059,10059
282_3,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276
282_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
283_0,5,37,54,81,17,93,44,28,35,28,70,43,9,49,15,80,90,3,37,25,75,5,61,44,96,43,48,67,35,0,92,37,41,3,55,41,81,59,87,44,13,27,71,81,86,8,63,79,68,77,45,47,72,19,74,23,70,44,42,63,79,46,27,7,49,24,59,50,58,67,89,54,96,9,83,66,54,24,38,3,56,41,13,8,22,1,9,92,86,13,86,85,26,41,44,12,56,75,6,79,57,66,25,57,79,43,9,91,44,74,43,42,72,21,90,7,94,29,17,74
283_1,44,4,25,20,63,60,9,60,32,31,9,87,85,7,30,85,83,97,1,71,78,74,0,34,92,62,8,77,30,88,78,96,51,47,22,75,87,18,6,38,98,94,31,41,94,12,100,43,33,73,19,44,57,82,51,78,9,37,12,0,25,98,15,68,72,78,8,33,15,96,79,28,66,91,18,99,81,58,66,74,88,29,28,85,39,15,16,60,30,74,94,90,79,75,91,79,17,59,44,63,32,98,33,56,54,63,84,11,9,48,64,99,23,0,23,72,58,30,35,37
283_2,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345,13345
283_3,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142
