P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
54_3,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
54_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
55_0,56,80,97,4,28,27,78,54,42,28,86,1,42,29,3,40,33,78,17,95,4,5,32,66,86,50,67,68,77,49,8,42,27,81,17,66,27,24,28,58,83,75,46,57,9,26,91,17,3,96,13,52,15,30,46,2,16,81,5,38,60,6,65,54,53,48,94,0,65,45,44,0,4,63,21,53,7,71,77,45,15,65,76,91,72,2,1,99,22,52,45,59,19,4,87,41,66,32,39,86,64,87,0,22,2,67,9,59,20,13,64,75,50,42,47,87,83,57,7,93
55_1,98,53,38,62,39,20,27,91,21,88,28,17,30,6,74,50,43,46,18,57,24,14,5,37,73,31,53,69,29,16,14,84,92,89,48,28,44,36,7,55,66,46,90,40,55,49,33,11,36,46,29,41,85,37,31,86,14,99,70,12,59,95,52,62,29,23,93,75,10,53,44,60,54,28,9,83,31,75,23,20,12,67,78,66,92,91,39,92,0,1,16,21,69,6,33,36,87,93,67,13,77,75,76,17,1,27,29,4,82,53,99,64,4,71,80,15,3,28,7,49
55_2,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525,7525
55_3,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692
55_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
56_0,42,32,54,10,88,99,37,63,26,35,42,85,19,19,45,47,83,72,57,76,25,41,22,74,53,46,61,76,58,98,50,47,29,15,9,0,88,41,95,77,54,12,4,73,18,15,61,52,65,94,59,17,58,12,86,83,44,1,46,60,75,36,58,1,78,21,11,24,99,27,100,71,93,43,75,26,96,76,14,61,72,49,48,30,38,11,15,69,97,78,5,0,30,22,66,20,81,87,77,84,94,45,55,35,58,66,16,96,28,93,53,57,40,32,31,99,60,100,11,99
56_1,68,18,7,61,70,10,65,12,96,55,58,92,13,62,14,15,83,81,39,68,86,56,13,82,70,78,52,22,64,95,91,12,47,75,24,94,0,72,42,88,62,66,52,73,92,91,44,2,11,67,35,94,13,32,81,4,50,13,94,96,65,69,31,87,99,0,17,91,47,92,62,29,35,6,70,16,18,94,82,43,19,0,64,78,81,67,85,97,71,92,76,15,17,34,83,19,80,75,30,29,58,19,40,32,80,68,48,26,63,98,97,50,46,58,82,4,31,27,55,96
56_2,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024
56_3,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,1221
56_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
57_0,61,39,40,31,27,76,89,42,34,50,12,95,1,85,62,3,37,82,38,56,46,54,41,95,17,47,54,82,9,38,21,36,46,31,86,69,13,20,44,21,6,100,64,83,21,81,58,52,43,10,5,86,53,95,52,57,77,26,86,68,27,14,40,2,99,73,13,3,73,77,2,55,11,91,14,64,40,62,11,45,54,56,80,39,92,76,39,20,67,83,33,43,97,17,24,53,45,32,78,37,31,32,25,30,76,92,95,72,51,61,4,0,36,10,83,2,62,87,96,40
57_1,86,76,45,23,0,100,66,27,84,94,63,69,16,94,48,4,73,66,70,93,47,72,19,92,97,18,33,77,64,75,74,16,16,57,31,34,22,44,24,11,99,63,16,81,37,11,59,85,26,12,29,82,19,41,91,92,99,81,54,28,26,64,83,0,12,28,92,78,60,72,61,43,59,30,67,17,31,68,27,14,88,21,98,67,40,24,3,18,30,69,58,84,16,56,63,100,0,64,61,61,76,34,26,8,64,81,8,10,49,73,22,23,27,67,52,58,47,48,76,92
57_2,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135,8135
57_3,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452
57_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
58_0,92,45,47,2,56,62,37,19,84,68,37,77,47,94,14,49,76,21,8,76,76,24,73,99,88,26,83,5,63,79,58,85,86,3,64,78,18,88,84,13,4,18,33,40,29,54,88,26,30,34,86,88,22,59,10,77,14,46,46,77,85,75,85,26,32,62,41,35,22,20,27,7,43,78,90,70,12,67,25,40,2,38,79,9,70,98,33,31,94,48,79,67,5,91,10,37,55,35,40,9,35,75,99,68,3,58,100,19,65,62,30,95,6,36,0,61,95,72,69,66
58_1,43,24,98,25,30,87,1,86,30,72,58,97,50,61,72,87,55,76,64,20,28,42,87,42,96,97,74,5,79,47,72,7,15,85,88,76,81,31,92,84,0,80,75,28,37,2,31,83,28,38,38,37,9,94,57,5,9,41,9,40,34,73,35,64,83,97,33,16,78,75,24,2,50,34,20,100,2,69,92,14,97,26,26,65,35,89,75,21,46,44,34,78,0,18,69,25,22,17,56,25,74,68,80,71,53,9,88,79,38,71,77,5,55,42,34,54,17,63,86,66
58_2,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373,7373
58_3,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719
58_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
59_0,19,86,2,49,55,92,87,43,75,50,55,29,67,27,26,23,41,41,96,72,98,22,73,61,63,55,38,79,33,96,40,14,73,90,56,87,63,62,39,69,40,84,54,10,55,38,98,90,16,59,7,65,96,30,77,96,72,47,12,31,82,37,69,49,26,96,11,35,64,61,92,64,9,64,16,88,37,31,18,76,18,22,14,20,25,94,35,16,64,41,66,2,26,98,20,96,75,100,41,26,70,26,12,30,58,58,57,14,5,55,50,69,56,77,96,16,31,93,34,79
59_1,91,91,20,80,56,59,71,80,65,71,38,86,66,33,11,53,63,55,67,26,25,96,35,80,38,80,12,81,57,25,21,84,23,28,43,56,57,76,90,99,76,76,45,14,18,43,28,28,36,99,55,57,95,37,65,16,41,70,47,65,76,28,79,51,6,84,7,57,2,39,23,48,70,99,26,39,16,46,23,90,53,69,21,19,89,50,76,79,80,46,26,96,17,82,49,61,34,8,73,26,23,69,76,97,39,46,45,99,33,17,71,50,6,54,15,49,62,43,52,57
59_2,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942
59_3,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399
59_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
60_0,30,0,43,46,32,5,89,79,91,90,32,85,11,42,53,91,91,54,72,74,27,46,2,91,16,34,76,31,43,46,33,28,8,88,47,16,62,44,39,66,74,60,68,33,26,96,76,45,41,100,70,1,30,78,1,65,27,83,3,89,55,10,84,45,14,86,56,37,34,17,21,47,20,85,78,55,76,70,72,51,63,79,46,68,16,3,9,58,100,45,57,18,2,47,90,83,15,56,40,91,83,0,87,3,43,95,99,55,30,55,21,89,18,2,16,7,64,31,95,96
