P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
11622_0,43,71,7,19,56,51,62,75,13,50,85,3,82,40,8,97,71,41,12,64,46,46,50,87,8,70,11,1,4,43,6,23,8,65,85,40,83,84,93,68,52,48,81,18,66,52,10,94,95,30,52,16,75,7,13,83,73,45,31,48,89,40,48,24,58,45,47,48,83,56,69,33,2,11,30,9,87,43,36,19,43,28,24,100,59,16,44,1,59,91,11,70,96,25,100,76,29,84,46,51,21,80,60,16,68,38,85,61,43,83,39,13,8,28,23,29,17,30,76,8
11622_1,89,88,90,78,39,97,24,90,73,42,55,94,42,61,95,17,61,30,15,28,78,91,32,37,87,90,16,54,38,56,23,85,14,86,42,62,7,64,35,25,83,52,37,39,13,71,9,11,31,50,63,89,51,100,54,54,67,45,36,27,47,93,55,70,32,57,4,54,29,79,59,89,50,76,54,49,28,64,78,38,83,39,13,19,22,92,97,41,32,52,44,98,69,5,14,7,5,92,50,63,58,87,32,17,91,100,89,2,84,66,88,73,58,21,50,95,29,69,16,80
11622_2,83,2,60,44,69,9,63,33,7,27,80,89,65,52,91,32,30,70,77,72,90,71,25,63,9,32,72,54,92,92,37,44,40,18,98,13,25,11,76,10,48,59,65,25,35,96,20,4,99,81,46,17,75,51,35,61,82,17,36,1,9,83,41,38,6,44,36,4,83,5,48,14,39,24,32,7,12,78,94,73,1,60,0,95,38,55,79,89,70,18,66,90,61,85,16,54,84,73,17,42,39,70,66,26,35,28,9,5,37,40,10,94,73,29,95,37,67,53,13,91
11622_3,19,100,35,65,31,0,49,45,76,78,66,99,8,33,13,76,62,86,35,80,90,21,68,89,91,94,64,58,2,56,55,65,11,45,79,17,85,51,67,48,63,22,11,33,54,93,33,72,61,50,12,4,8,38,58,60,52,18,29,68,29,7,10,49,6,61,27,10,72,52,99,50,0,94,92,18,12,81,5,86,23,78,6,12,88,75,85,64,72,87,84,7,89,22,94,35,37,37,57,56,64,89,27,62,75,56,27,33,91,34,99,90,68,90,39,37,7,96,35,72
11622_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11623_0,11,96,18,73,27,59,0,50,22,79,20,17,87,48,12,52,26,78,36,57,39,15,24,36,81,92,9,83,59,61,81,30,25,85,80,74,28,23,20,73,73,58,46,54,58,77,64,65,37,44,27,11,93,86,86,91,78,11,27,56,90,55,43,91,10,14,96,84,88,98,38,36,51,3,52,65,51,38,5,80,10,27,10,9,5,96,15,85,30,96,14,70,55,38,14,96,90,68,26,39,4,13,68,30,33,40,25,55,9,18,5,14,20,87,62,83,62,7,21,48
11623_1,76,9,6,97,63,31,36,30,84,89,0,16,60,93,3,45,46,50,76,12,58,6,80,80,65,18,46,53,57,56,58,77,66,59,56,95,43,62,0,95,41,18,88,15,72,34,95,29,96,87,17,14,77,49,42,16,13,85,7,5,60,1,3,10,38,7,83,92,72,97,85,12,22,55,19,54,55,53,27,4,78,79,16,8,8,3,6,13,84,6,95,72,3,22,90,39,35,77,40,97,17,28,7,31,84,32,26,51,17,14,38,8,100,15,99,56,0,77,56,66
11623_2,69,36,90,47,68,49,27,69,99,51,95,59,32,99,87,46,34,2,21,59,92,19,76,52,49,75,80,5,63,80,55,91,45,34,79,12,98,56,16,77,34,51,42,47,55,81,89,33,17,36,33,86,97,72,29,43,81,12,88,38,88,29,32,43,42,80,21,2,80,15,10,87,50,30,61,76,95,80,57,55,96,7,11,39,21,6,10,46,72,33,22,65,38,58,35,85,5,10,53,68,63,41,35,88,68,98,53,19,6,34,66,7,47,49,83,94,96,56,1,35
11623_3,76,98,82,20,24,59,68,79,4,100,84,12,62,7,18,56,89,63,27,95,57,82,90,20,96,85,18,49,46,26,78,97,17,7,89,90,38,75,63,31,46,88,1,89,55,23,27,6,94,13,60,37,22,57,69,46,57,8,15,99,8,18,38,56,51,7,10,20,26,79,53,87,88,88,65,18,86,86,88,70,5,67,57,94,7,76,3,90,94,36,54,15,74,11,47,12,2,81,40,47,39,39,50,11,86,44,75,6,61,43,84,57,48,75,44,94,27,85,93,24
11623_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11624_0,13,0,58,3,16,28,13,42,80,100,49,31,70,36,93,32,94,30,17,22,74,63,38,57,66,68,48,46,8,64,15,54,6,94,54,87,16,92,48,7,84,90,18,62,100,59,70,18,22,20,6,73,71,58,18,66,45,44,0,20,4,96,33,2,39,58,36,67,87,53,72,18,52,47,46,27,23,7,21,35,8,1,28,13,65,10,2,39,14,22,63,85,90,19,53,64,43,8,57,18,84,97,57,48,74,7,44,38,91,21,42,53,68,66,86,98,50,40,8,19
11624_1,3,96,83,35,6,67,19,93,92,10,31,32,53,55,26,15,49,30,33,48,58,0,62,87,13,8,65,23,66,66,3,88,99,68,99,24,47,24,48,88,36,25,19,41,26,91,57,13,25,23,59,37,86,89,21,46,96,56,30,4,79,0,91,93,78,31,83,83,46,15,91,2,41,97,8,91,71,39,96,76,98,40,74,32,7,8,73,23,54,45,25,73,56,75,37,80,86,20,40,47,92,36,75,67,1,48,73,37,10,53,5,16,6,53,23,82,24,53,67,39
11624_2,53,64,68,71,40,67,25,3,53,29,40,91,59,76,30,2,60,91,32,99,83,40,61,53,21,89,21,11,80,42,26,34,6,98,89,48,34,87,27,17,79,21,68,9,5,56,73,15,70,3,63,63,27,66,94,81,70,94,43,4,69,99,38,84,23,0,4,94,91,52,16,76,40,7,86,1,76,5,61,48,80,73,97,67,14,2,12,42,85,97,25,75,62,56,93,91,57,98,26,29,96,42,37,24,56,17,6,72,57,53,27,28,54,3,51,64,15,77,43,97
11624_3,36,38,41,3,10,29,88,91,89,57,94,16,98,64,41,43,71,5,16,44,59,65,4,51,39,42,26,8,49,65,91,70,35,26,14,4,49,35,38,43,79,9,66,23,23,42,56,83,19,80,72,85,97,11,48,90,39,19,98,12,66,53,41,48,53,39,90,63,66,62,94,35,43,53,5,82,35,86,3,16,87,75,84,77,38,12,19,65,94,99,50,91,78,21,14,65,52,54,1,13,78,70,63,30,39,91,81,30,8,99,64,7,86,35,35,69,71,65,27,73
11624_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11625_0,54,39,13,51,26,41,0,5,22,73,31,32,66,87,87,46,89,77,31,73,40,80,31,80,9,68,38,90,85,79,34,81,70,90,42,49,49,52,66,25,23,87,8,87,64,91,42,75,64,61,1,52,24,51,1,8,36,97,15,83,53,62,73,54,99,32,37,44,78,50,59,43,46,67,47,98,65,40,25,45,20,29,92,2,27,28,24,54,60,27,79,27,14,44,74,68,39,10,15,14,72,88,80,24,90,6,6,44,47,100,82,67,27,93,37,81,62,78,78,15
11625_1,67,98,79,3,73,4,14,88,89,39,69,83,29,56,96,14,56,91,75,98,69,56,25,100,21,94,6,19,87,43,75,35,74,30,57,58,58,19,11,37,32,36,93,68,44,48,68,70,78,6,34,25,29,79,44,9,24,56,63,96,26,93,67,30,35,13,19,30,78,42,50,43,40,67,57,49,96,35,20,69,32,62,4,80,10,3,49,88,14,32,86,66,0,35,4,95,40,64,86,69,94,24,95,66,45,62,58,47,92,99,30,80,67,71,72,98,5,66,47,3
11625_2,90,37,7,6,69,13,83,24,11,43,8,91,77,73,54,57,16,63,38,88,0,24,59,11,40,19,21,45,26,2,7,44,60,45,22,31,11,13,34,31,23,27,64,50,99,55,17,10,5,1,54,26,2,11,46,27,7,27,23,81,21,0,89,1,35,30,80,11,88,25,3,55,7,33,89,15,98,35,17,88,72,15,85,62,42,3,57,91,36,85,13,25,75,16,59,10,14,17,38,85,71,16,35,99,75,7,40,67,80,67,15,60,50,87,3,93,2,82,28,45
11625_3,87,78,36,97,83,8,47,62,33,6,77,96,99,14,60,67,12,53,63,28,86,48,11,78,38,81,55,98,63,50,71,4,46,16,64,47,80,12,69,56,70,13,43,20,3,77,27,42,4,19,9,71,40,83,95,63,31,20,47,2,75,62,58,88,94,20,75,27,56,22,41,89,33,40,10,29,100,36,70,97,78,42,63,70,89,78,6,74,95,0,22,76,76,61,28,67,7,31,40,71,2,56,35,100,36,8,36,81,100,51,49,5,43,30,30,55,55,57,75,52
11625_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11626_0,73,70,4,30,9,74,60,43,24,53,8,89,31,64,60,53,50,71,20,62,74,0,96,39,29,2,99,38,75,58,60,78,2,71,52,73,48,23,69,34,63,55,12,90,59,76,87,69,0,23,99,7,89,24,59,94,66,86,81,55,17,31,66,27,74,56,17,16,11,11,56,73,73,11,83,0,93,57,61,15,95,58,88,52,67,32,0,83,45,0,92,17,43,15,64,95,39,96,50,14,63,75,15,18,97,76,42,17,77,63,43,80,26,86,44,44,66,57,19,19
11626_1,64,22,54,11,96,45,33,88,72,87,59,63,51,92,43,97,89,79,35,76,23,84,30,72,96,18,3,18,95,75,46,49,29,10,45,2,35,88,63,66,100,92,65,86,24,57,88,83,50,10,83,90,17,73,69,19,63,38,37,91,77,84,67,45,85,38,67,41,39,2,100,69,66,36,91,84,2,38,56,46,97,35,86,96,58,31,66,32,81,49,48,91,61,71,39,87,73,54,86,1,67,71,9,1,90,66,19,54,14,92,1,58,55,78,78,40,72,14,70,36
11626_2,70,98,4,37,43,92,90,66,68,73,7,68,41,46,49,46,53,31,48,41,18,16,17,56,74,24,50,11,80,57,87,20,55,5,43,70,66,17,73,97,39,30,30,42,95,48,49,45,37,48,56,39,28,27,34,82,13,42,61,84,89,94,54,35,94,5,14,46,50,28,36,0,68,89,96,58,37,70,57,64,54,23,89,77,57,56,21,52,30,88,81,98,50,18,59,11,2,64,34,84,73,26,39,31,77,39,87,16,21,23,24,94,7,91,29,18,83,7,45,73
11626_3,96,31,60,83,82,25,71,30,44,50,60,14,41,56,70,84,19,16,82,12,88,61,61,99,87,74,90,33,13,77,18,74,57,30,36,90,41,86,53,19,91,44,95,44,69,63,22,63,87,15,53,98,81,71,40,32,93,57,32,89,79,43,62,46,60,78,15,52,76,45,67,89,11,88,16,83,74,53,98,91,97,37,15,37,61,87,3,64,9,31,17,56,61,40,34,72,93,92,79,97,81,4,30,92,55,57,50,92,88,75,71,55,27,1,72,67,84,81,37,58
11626_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11627_0,100,94,81,28,97,72,27,87,47,8,77,3,44,90,39,55,100,69,12,84,98,9,92,31,100,79,32,73,5,77,70,48,53,76,62,46,82,43,14,0,64,29,61,5,34,10,29,94,7,86,68,71,38,1,41,93,39,20,14,87,74,23,39,58,95,68,78,25,60,20,12,51,51,66,48,85,7,10,57,18,33,31,87,81,88,40,83,25,69,73,56,50,39,81,31,97,75,83,4,54,17,53,94,1,30,36,18,87,75,10,23,1,77,81,59,93,55,94,0,92
11627_1,23,24,95,52,84,95,100,5,20,49,15,35,61,82,95,91,81,16,5,18,5,68,18,25,0,53,46,22,11,24,36,47,3,18,68,41,84,29,51,18,27,81,55,98,46,28,41,86,21,17,94,63,77,95,87,47,13,19,88,58,100,32,73,76,33,8,81,33,15,97,17,6,3,33,60,67,23,63,84,19,90,86,15,34,93,58,67,98,88,79,43,71,77,15,15,83,49,59,66,72,32,36,10,69,18,32,74,9,94,47,12,11,18,26,78,60,94,68,12,60
11627_2,96,18,71,65,61,77,81,95,65,68,55,64,16,48,1,21,59,3,9,96,59,51,65,3,23,49,7,76,80,27,40,85,0,93,44,99,10,94,31,56,42,27,36,22,34,58,42,37,5,65,5,99,53,20,65,23,3,3,24,32,63,23,62,51,68,20,14,17,47,88,79,45,31,14,86,11,30,17,29,98,69,75,82,18,52,95,58,6,38,70,13,2,93,92,10,22,33,44,66,76,97,63,20,82,82,90,61,55,24,56,39,4,41,82,93,97,16,46,46,31
11627_3,70,73,98,1,43,32,90,51,77,7,88,32,16,2,52,74,76,5,34,21,30,24,74,100,54,59,35,92,16,96,18,6,45,49,53,23,2,88,50,12,93,86,54,77,55,35,35,96,88,93,38,17,28,79,25,37,99,66,68,82,74,41,34,70,72,81,35,57,82,80,79,14,54,71,40,91,11,56,45,60,89,77,71,73,21,61,26,73,49,34,62,45,36,65,76,35,0,0,10,37,26,74,67,33,5,19,52,33,91,31,77,62,97,99,89,61,95,60,83,39
11627_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11628_0,35,23,71,34,16,99,75,18,48,51,49,5,91,32,78,1,12,55,7,59,20,84,10,45,27,83,66,22,85,1,25,95,66,18,77,10,99,76,10,20,19,51,86,37,78,56,62,1,83,12,10,99,97,31,21,64,13,26,61,36,21,27,72,18,55,4,28,65,16,38,26,57,50,37,42,55,95,60,71,80,37,91,21,62,71,95,71,45,21,8,22,49,49,86,11,89,89,33,70,1,37,64,93,34,52,17,46,43,3,33,37,60,37,100,94,21,21,35,93,6
11628_1,8,4,25,5,4,29,79,80,66,30,8,59,99,38,55,13,36,81,11,27,8,74,87,13,81,27,3,8,18,45,93,58,73,22,93,77,40,56,34,52,37,19,98,11,96,37,62,92,63,41,54,73,41,2,81,59,61,72,40,57,50,70,22,41,10,66,98,53,58,91,30,39,44,95,97,95,27,21,80,94,4,60,11,67,33,79,1,6,48,27,18,3,19,59,89,34,76,100,26,32,78,57,58,76,14,56,64,66,53,77,20,68,49,74,19,13,93,89,21,9
11628_2,77,5,66,38,46,7,47,49,4,54,86,99,53,97,29,97,90,92,33,67,54,83,95,93,13,22,90,98,42,7,17,10,83,24,99,63,67,31,13,74,32,90,14,6,28,4,80,90,29,75,58,74,86,61,15,5,21,5,99,69,8,87,51,63,90,18,54,82,96,48,70,53,94,60,76,19,100,86,96,9,94,52,73,62,19,87,19,65,11,1,49,65,34,71,24,61,23,64,20,9,42,70,97,37,12,27,64,61,12,4,8,87,84,1,36,89,49,34,4,72
11628_3,2,71,11,9,21,73,52,42,33,82,100,38,59,58,25,79,80,59,63,73,58,18,49,93,22,63,44,31,72,53,84,39,25,82,49,82,95,77,94,96,96,11,66,9,53,79,84,89,18,91,62,19,75,70,84,15,80,73,80,52,50,17,11,66,25,48,17,94,70,35,86,17,1,95,56,37,53,23,28,62,14,2,17,55,64,28,82,60,82,82,10,89,63,65,0,56,62,82,87,26,7,91,5,82,11,49,13,95,50,97,5,8,32,53,13,29,30,69,76,80
11628_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
11629_0,69,63,59,40,26,76,96,28,78,38,83,0,87,66,62,3,97,84,24,26,82,64,47,94,83,20,13,75,3,32,42,83,53,16,65,61,44,95,27,42,20,29,1,100,20,57,51,68,64,100,92,72,87,78,98,89,31,24,92,87,33,9,10,33,85,48,14,11,86,28,7,11,10,20,28,88,91,37,35,47,81,35,29,53,94,73,99,42,37,18,67,31,75,51,24,91,42,95,23,78,42,47,19,85,42,1,89,76,60,49,54,61,33,55,50,62,25,46,42,78
11629_1,44,16,49,45,80,0,50,4,1,38,83,31,6,83,94,54,43,68,37,71,78,69,2,98,65,27,79,45,36,71,95,34,28,95,67,93,91,59,20,82,85,7,99,17,72,6,50,18,58,14,52,73,26,80,19,38,67,11,85,25,94,43,49,16,73,2,61,53,10,57,25,66,86,56,76,27,28,6,79,35,90,90,56,31,94,97,13,63,89,42,95,8,65,15,71,34,85,72,73,14,71,28,25,76,27,52,6,19,77,41,17,76,68,32,30,96,87,34,58,14
