P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10,2022-11,2022-12,2023-1,2023-2,2023-3,2023-4,2023-5,2023-6,2023-7,2023-8,2023-9,2023-10,2023-11,2023-12,2024-1,2024-2,2024-3,2024-4,2024-5,2024-6,2024-7,2024-8,2024-9,2024-10,2024-11,2024-12,2025-1,2025-2,2025-3,2025-4,2025-5,2025-6,2025-7,2025-8,2025-9,2025-10,2025-11,2025-12]
757_0,66,25,79,82,6,99,65,53,51,83,75,83,77,7,61,52,100,52,47,72,12,81,52,1,38,90,7,79,71,89,92,66,71,43,78,12,44,81,96,68,28,20,84,100,37,40,36,1,7,11,59,49,22,80,28,50,70,9,16,83,87,7,43,66,93,6,95,20,38,28,98,96,44,84,63,60,62,35,47,50,66,65,19,81,73,100,34,96,17,51,100,37,34,61,55,30,31,65,93,9,90,74,44,2,49,66,15,37,8,12,88,1,34,47,17,28,58,2,90,57
757_1,92,55,2,1,21,96,84,96,18,52,45,30,80,53,42,8,77,27,23,45,81,94,8,6,68,79,24,2,6,72,16,47,64,99,76,11,33,32,22,14,4,46,95,73,94,14,78,31,3,64,100,77,6,31,75,66,23,18,74,52,82,40,57,18,89,71,28,100,75,83,40,96,8,15,49,72,42,69,3,11,93,5,11,18,55,51,90,12,68,59,78,62,79,53,18,99,85,48,68,12,53,56,100,5,85,89,4,52,6,45,25,31,30,50,17,32,48,50,6,8
757_2,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798,9798
757_3,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883
757_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
758_0,33,60,7,8,68,49,30,97,69,7,99,2,75,87,60,10,44,35,95,58,84,83,97,32,34,64,72,100,91,41,23,51,11,11,11,76,33,27,99,10,21,32,70,28,90,67,85,9,65,72,14,67,48,26,33,89,3,73,14,97,13,98,68,45,2,95,39,70,27,91,1,29,71,9,0,66,44,28,74,28,28,13,26,100,6,60,46,31,63,51,63,10,45,70,9,78,18,76,88,44,57,48,61,53,60,73,84,46,78,80,79,23,29,40,13,65,65,70,29,29
758_1,65,82,20,69,26,23,91,89,67,71,45,59,20,82,80,8,33,11,93,86,69,99,4,13,97,66,89,63,27,30,54,38,47,51,28,86,4,44,67,63,90,15,100,53,63,78,85,34,86,41,94,22,10,19,67,23,31,67,46,92,10,97,0,10,22,9,0,17,99,53,40,4,79,60,49,26,76,98,94,61,53,74,62,66,90,86,30,64,7,98,63,40,27,14,67,85,34,34,80,85,81,34,89,68,63,21,69,67,48,50,79,18,60,79,25,84,78,99,40,86
758_2,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616
758_3,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659
758_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
759_0,3,93,89,49,61,38,81,38,73,48,69,41,76,54,38,52,83,67,65,63,8,24,43,22,46,3,14,10,58,74,18,73,44,100,100,97,78,4,8,54,53,35,8,94,77,16,40,91,47,81,89,95,35,63,88,45,99,1,28,13,30,89,74,55,81,33,50,85,100,20,13,76,100,60,78,24,8,99,70,41,97,99,97,10,80,70,90,65,22,39,47,50,81,82,76,98,95,15,73,5,34,55,84,55,92,85,73,58,40,59,88,78,30,60,35,98,42,21,45,100
759_1,42,100,98,38,31,14,91,33,14,82,90,15,14,8,44,43,16,37,69,81,66,99,66,22,21,14,6,0,4,43,40,31,84,51,37,20,69,14,47,3,18,56,94,26,64,8,1,74,93,63,5,64,6,21,4,85,57,1,62,18,25,7,97,19,40,16,70,28,15,87,17,32,77,55,76,2,97,76,69,15,59,27,52,78,7,48,34,55,34,84,43,34,32,74,83,72,26,48,45,74,16,41,37,46,60,0,47,72,31,91,54,47,6,70,6,68,44,30,52,97
759_2,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243,4243
759_3,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358
759_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
760_0,55,91,98,92,75,13,29,33,59,38,82,92,74,68,78,96,52,91,7,96,3,24,99,51,43,7,61,36,73,42,8,36,86,58,59,63,29,84,25,71,93,93,46,1,71,81,92,99,31,30,19,26,14,22,65,96,40,53,60,72,25,55,21,61,24,54,73,88,80,56,9,77,1,85,39,1,45,16,80,60,6,13,86,8,19,49,71,21,8,22,97,54,4,91,54,74,1,71,100,0,40,31,93,45,92,96,88,56,29,1,18,48,16,13,57,97,1,2,73,29
760_1,47,75,88,16,52,89,87,84,70,15,42,77,11,74,94,44,18,17,87,52,74,17,44,64,20,30,93,32,24,27,9,43,34,82,84,5,50,3,6,4,21,13,59,93,43,76,37,74,94,60,35,96,56,33,83,89,64,5,50,7,19,48,16,87,46,31,86,72,0,69,99,33,86,45,71,61,40,43,20,49,27,58,60,36,70,2,16,47,3,13,80,81,26,17,23,54,6,40,61,51,52,66,97,5,35,6,23,78,26,60,88,11,38,17,44,51,56,77,77,55
760_2,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239,11239
760_3,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112
760_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
761_0,70,47,2,48,24,51,82,81,98,78,54,49,32,53,100,14,15,56,8,29,46,45,72,89,84,45,11,31,47,52,50,59,3,67,82,54,68,0,36,8,21,94,13,72,97,41,36,86,58,54,68,15,50,57,8,41,10,17,98,81,56,64,19,72,74,72,74,70,92,38,80,100,73,84,3,88,4,19,65,67,58,6,25,2,1,30,76,44,31,53,97,13,79,37,12,6,34,87,2,2,9,24,16,29,87,53,81,40,37,92,84,28,29,91,86,99,18,87,43,61
761_1,82,78,82,1,16,80,6,33,45,27,13,37,26,54,85,82,47,70,68,35,53,10,67,57,46,13,21,90,92,91,53,87,61,30,21,7,26,16,33,47,14,41,47,91,86,19,55,4,43,67,24,10,1,1,73,24,11,65,51,97,15,56,15,31,28,78,47,23,69,54,34,64,67,92,8,48,39,11,23,59,72,48,55,42,69,75,74,59,58,63,1,24,39,16,67,75,37,44,82,26,28,85,76,72,65,53,23,51,5,43,32,71,80,57,15,46,53,85,22,9
761_2,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805,14805
761_3,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
761_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
762_0,84,23,98,43,11,38,9,3,33,53,19,20,97,89,48,60,53,40,98,28,40,52,63,7,54,90,73,5,29,68,34,8,43,92,97,93,38,4,80,9,76,96,69,35,9,52,90,95,95,60,81,42,64,65,25,60,95,33,70,49,38,40,41,25,7,59,33,37,92,29,92,30,38,20,37,1,47,96,90,28,93,45,42,26,26,89,53,17,60,4,85,96,18,6,46,77,57,26,64,21,88,60,63,22,21,62,55,82,54,53,34,36,20,78,75,67,45,59,56,87
762_1,68,87,41,66,20,55,28,9,43,42,46,17,94,10,41,43,70,86,96,6,41,64,77,75,90,67,80,98,96,71,72,48,41,92,13,32,36,82,54,49,44,44,77,98,100,30,98,71,24,64,37,67,63,61,54,23,55,92,6,11,90,39,88,0,32,92,89,18,79,74,14,8,73,64,35,41,46,97,20,10,87,65,12,93,92,56,70,57,15,26,36,97,18,94,46,85,97,86,72,54,15,28,29,9,4,74,49,37,83,70,12,4,27,63,62,81,94,66,41,72
762_2,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935,41935
762_3,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092
762_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
763_0,47,96,15,28,37,60,17,87,97,99,15,76,31,84,3,29,75,20,92,97,81,31,60,11,26,82,81,75,15,0,50,17,17,89,16,66,18,43,8,99,60,55,29,41,50,40,81,69,44,33,49,71,13,56,30,26,82,66,59,7,49,98,16,7,62,27,45,81,19,64,1,36,30,0,13,46,25,10,55,64,92,69,90,88,98,72,37,23,42,80,76,1,68,56,13,43,69,82,12,29,94,71,92,47,29,55,49,68,48,56,74,12,59,23,27,88,41,60,99,34
763_1,9,21,94,68,61,46,81,7,21,34,63,17,68,66,7,42,83,62,10,14,44,55,13,54,85,52,41,3,81,6,18,98,25,23,9,72,25,8,16,30,60,4,72,66,64,74,10,24,19,7,27,90,41,76,59,81,58,82,84,19,89,53,19,21,78,73,14,69,9,23,75,77,81,23,43,6,26,50,22,82,52,61,49,21,83,0,1,50,18,93,69,100,79,75,58,97,19,30,26,67,0,34,62,83,93,31,35,3,45,11,97,26,30,37,100,72,77,30,97,57
763_2,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578,18578
763_3,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906
763_4,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1,5,5,5,4,4,4,2,2,2,1,1,1
764_0,86,14,46,26,9,88,43,62,20,73,49,65,96,95,97,51,68,96,13,3,10,56,54,34,11,12,94,14,72,8,78,37,94,5,33,75,27,97,25,29,25,77,18,28,71,14,43,97,4,26,6,91,47,95,33,76,27,22,61,39,24,11,73,87,84,32,13,67,53,78,74,3,25,47,51,34,18,88,1,62,78,25,56,32,4,92,40,22,27,90,58,22,89,60,89,13,12,42,87,58,90,57,12,26,16,44,26,84,5,25,23,44,10,82,16,48,73,80,88,29
764_1,2,43,83,24,57,2,27,37,27,66,23,81,67,72,0,13,91,65,31,62,70,36,22,63,36,23,3,53,17,82,21,95,55,64,56,48,70,95,43,20,69,93,92,100,77,35,55,94,7,9,72,33,63,48,66,75,61,28,2,19,54,6,35,62,91,24,41,66,93,96,90,43,48,23,71,8,29,14,32,75,5,83,44,4,93,85,49,20,88,53,86,41,21,36,41,47,30,71,53,53,71,4,1,89,70,41,46,91,39,60,0,68,82,70,16,18,72,56,48,3
