,4-28-2020,5-28-2020,6-28-2020,7-28-2020,4-28-2022,5-28-2022,6-28-2022,7-28-2022,8-28-2022,9-28-2022,10-28-2022,11-28-2022,12-28-2022
100,13.0,18.0,19.0,0.0,19.0,13.0,13.0,19.0,13.0,13.0,18.0,13.0,13.0
101,12.0,20.0,19.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0,20.0,12.0,12.0
102,21.0,23.0,22.0,0.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
103,10.0,18.0,14.0,0.0,0.0,14.0,0.0,0.0,18.0,14.0,0.0,0.0,18.0
104,14.0,34.0,25.0,0.0,25.0,25.0,14.0,25.0,25.0,25.0,0.0,25.0,25.0
105,20.0,23.0,22.0,0.0,0.0,22.0,0.0,20.0,20.0,0.0,22.0,20.0,0.0
106,5.0,10.0,14.0,0.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
107,39.0,56.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,53.0,53.0,0.0
108,25.0,51.0,10.0,0.0,25.0,51.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0
109,20.0,26.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,29.0,35.0,21.0,0.0,35.0,29.0,35.0,35.0,35.0,35.0,0.0,35.0,0.0
111,57.0,49.0,35.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,49.0,0.0,35.0
112,44.0,59.0,25.0,0.0,59.0,59.0,25.0,59.0,59.0,59.0,59.0,59.0,25.0
113,26.0,66.0,32.0,0.0,0.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0
114,55.0,51.0,27.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,55.0,51.0,51.0
115,21.0,48.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0
116,17.0,44.0,27.0,0.0,17.0,0.0,0.0,27.0,27.0,17.0,27.0,17.0,0.0
117,10.0,25.0,1.0,0.0,10.0,0.0,1.0,1.0,25.0,1.0,1.0,25.0,10.0
118,9.0,13.0,8.0,0.0,8.0,0.0,9.0,9.0,9.0,0.0,0.0,9.0,0.0
119,19.0,26.0,3.0,0.0,26.0,26.0,26.0,3.0,26.0,19.0,26.0,0.0,26.0
120,28.0,53.0,46.0,0.0,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0
121,66.0,89.0,75.0,0.0,75.0,89.0,0.0,89.0,89.0,89.0,66.0,89.0,89.0
122,34.0,52.0,26.0,0.0,0.0,34.0,34.0,34.0,34.0,26.0,34.0,26.0,34.0
123,1.0,5.0,2.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0
124,37.0,71.0,22.0,0.0,71.0,71.0,22.0,0.0,71.0,71.0,22.0,71.0,71.0
125,1.0,8.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0
126,5.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0
127,24.0,34.0,1.0,0.0,1.0,24.0,0.0,1.0,24.0,24.0,1.0,1.0,0.0
128,26.0,45.0,0.0,0.0,26.0,0.0,26.0,45.0,0.0,0.0,0.0,0.0,45.0
129,37.0,53.0,35.0,0.0,35.0,53.0,35.0,53.0,53.0,53.0,37.0,37.0,53.0
130,7.0,20.0,11.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
131,30.0,37.0,14.0,0.0,30.0,14.0,14.0,14.0,37.0,37.0,37.0,14.0,14.0
132,3.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
133,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
134,9.0,15.0,2.0,0.0,2.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,9.0
135,82.0,111.0,93.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0
136,22.0,18.0,10.0,0.0,10.0,18.0,18.0,18.0,18.0,10.0,18.0,18.0,18.0
137,20.0,28.0,23.0,0.0,23.0,20.0,20.0,20.0,23.0,20.0,20.0,20.0,20.0
138,90.0,124.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,58.0
139,43.0,25.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0
140,83.0,100.0,41.0,0.0,83.0,83.0,100.0,41.0,83.0,41.0,41.0,83.0,41.0
141,73.0,109.0,71.0,0.0,73.0,0.0,71.0,73.0,73.0,73.0,71.0,0.0,73.0
142,158.0,227.0,136.0,0.0,136.0,158.0,0.0,136.0,227.0,0.0,158.0,227.0,136.0
143,11.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,11.0
144,6.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,6.0,6.0,6.0
145,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
146,7.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0
147,10.0,9.0,4.0,0.0,4.0,4.0,4.0,10.0,10.0,4.0,4.0,4.0,10.0
148,14.0,18.0,3.0,0.0,18.0,3.0,18.0,18.0,18.0,14.0,14.0,18.0,14.0
149,7.0,18.0,11.0,0.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0
150,20.0,24.0,5.0,0.0,20.0,5.0,20.0,5.0,5.0,5.0,20.0,5.0,20.0
151,11.0,20.0,3.0,0.0,20.0,20.0,20.0,20.0,20.0,3.0,20.0,20.0,20.0
152,10.0,4.0,14.0,1.0,10.0,4.0,4.0,10.0,10.0,10.0,4.0,4.0,4.0
153,2.0,10.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,10.0,0.0
154,37.0,60.0,44.0,0.0,44.0,44.0,0.0,60.0,44.0,60.0,0.0,37.0,37.0
155,19.0,28.0,3.0,0.0,28.0,28.0,3.0,28.0,19.0,3.0,0.0,0.0,0.0
156,16.0,72.0,11.0,0.0,72.0,11.0,11.0,11.0,16.0,72.0,72.0,72.0,11.0
157,57.0,60.0,24.0,0.0,57.0,57.0,60.0,0.0,0.0,60.0,60.0,60.0,60.0
158,32.0,43.0,26.0,0.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
159,36.0,29.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,36.0,29.0,0.0
160,86.0,105.0,23.0,0.0,105.0,86.0,105.0,23.0,86.0,23.0,86.0,0.0,23.0
161,6.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,2.0,2.0,0.0
162,24.0,26.0,32.0,0.0,26.0,26.0,26.0,0.0,24.0,0.0,0.0,24.0,0.0
163,46.0,60.0,49.0,0.0,49.0,49.0,49.0,46.0,0.0,49.0,46.0,60.0,49.0
164,40.0,72.0,21.0,0.0,72.0,72.0,40.0,40.0,40.0,72.0,21.0,40.0,0.0
165,52.0,56.0,44.0,0.0,52.0,52.0,0.0,44.0,56.0,44.0,52.0,52.0,56.0
166,33.0,48.0,44.0,0.0,48.0,44.0,48.0,48.0,48.0,44.0,44.0,44.0,0.0
167,16.0,51.0,34.0,0.0,51.0,51.0,51.0,34.0,0.0,51.0,0.0,0.0,16.0
168,22.0,37.0,22.0,2.0,22.0,37.0,22.0,22.0,22.0,22.0,22.0,22.0,37.0
169,9.0,13.0,4.0,0.0,13.0,13.0,0.0,4.0,4.0,13.0,9.0,13.0,13.0
170,35.0,76.0,26.0,0.0,26.0,35.0,76.0,35.0,0.0,35.0,26.0,0.0,35.0
171,40.0,39.0,13.0,0.0,39.0,39.0,39.0,39.0,39.0,0.0,39.0,13.0,39.0
172,28.0,48.0,12.0,0.0,28.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0
173,79.0,90.0,83.0,0.0,0.0,0.0,90.0,79.0,83.0,0.0,83.0,90.0,83.0
174,28.0,47.0,13.0,0.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,13.0
175,30.0,46.0,5.0,0.0,46.0,0.0,46.0,46.0,0.0,0.0,0.0,46.0,0.0
176,10.0,17.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,17.0,6.0,0.0
177,7.0,14.0,2.0,0.0,7.0,2.0,2.0,14.0,14.0,7.0,7.0,7.0,0.0
178,16.0,19.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
179,23.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,15.0,0.0,0.0
180,41.0,53.0,14.0,0.0,41.0,41.0,41.0,14.0,41.0,53.0,41.0,41.0,14.0
181,20.0,18.0,17.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
182,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0
183,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0
184,14.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
185,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
186,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
187,4.0,5.0,1.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
188,1.0,8.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0
189,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
190,5.0,5.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
191,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
192,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
193,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
194,3.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,3.0,3.0,0.0,3.0
195,5.0,4.0,9.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,5.0,4.0,4.0
196,47.0,80.0,25.0,0.0,47.0,0.0,80.0,80.0,80.0,47.0,0.0,80.0,0.0
197,12.0,14.0,10.0,0.0,14.0,10.0,0.0,0.0,10.0,12.0,14.0,14.0,0.0
198,8.0,16.0,5.0,0.0,16.0,16.0,8.0,0.0,8.0,0.0,16.0,16.0,8.0
199,8.0,7.0,3.0,0.0,0.0,3.0,7.0,3.0,3.0,3.0,3.0,0.0,3.0
200,7.0,9.0,2.0,0.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,7.0,9.0
201,4.0,8.0,11.0,0.0,0.0,4.0,0.0,4.0,11.0,11.0,4.0,11.0,0.0
202,7.0,5.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0
203,9.0,16.0,8.0,0.0,16.0,9.0,8.0,0.0,16.0,9.0,8.0,8.0,9.0
204,4.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
205,15.0,12.0,2.0,0.0,15.0,15.0,0.0,2.0,15.0,2.0,2.0,15.0,2.0
206,28.0,38.0,11.0,0.0,38.0,38.0,38.0,11.0,11.0,11.0,11.0,11.0,0.0
207,2.0,11.0,8.0,0.0,11.0,11.0,2.0,11.0,8.0,8.0,11.0,0.0,8.0
208,2.0,14.0,4.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,4.0,4.0,2.0
209,3.0,19.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0
210,2.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0
211,6.0,17.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,6.0
212,4.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0
213,7.0,6.0,1.0,0.0,6.0,7.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0
214,10.0,19.0,7.0,0.0,7.0,19.0,19.0,10.0,7.0,10.0,19.0,7.0,7.0
215,5.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0
216,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
217,4.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0
218,190.0,271.0,109.0,1.0,1.0,190.0,109.0,1.0,271.0,190.0,271.0,271.0,271.0
219,22.0,36.0,4.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,4.0
220,45.0,73.0,24.0,0.0,24.0,0.0,73.0,0.0,24.0,0.0,0.0,73.0,0.0
221,11.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0
222,60.0,87.0,57.0,0.0,0.0,0.0,87.0,57.0,87.0,87.0,87.0,0.0,0.0
223,66.0,109.0,6.0,0.0,0.0,109.0,6.0,66.0,0.0,0.0,0.0,6.0,0.0
224,36.0,48.0,8.0,0.0,0.0,48.0,48.0,0.0,8.0,48.0,0.0,0.0,0.0
225,29.0,37.0,4.0,0.0,0.0,37.0,37.0,37.0,0.0,37.0,4.0,0.0,4.0
226,89.0,91.0,67.0,0.0,91.0,91.0,0.0,89.0,91.0,67.0,0.0,91.0,91.0
227,12.0,21.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
228,37.0,44.0,38.0,0.0,44.0,37.0,44.0,0.0,0.0,44.0,38.0,0.0,44.0
229,106.0,151.0,66.0,0.0,151.0,106.0,151.0,106.0,151.0,106.0,151.0,66.0,106.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,32.0,68.0,14.0,0.0,32.0,14.0,32.0,14.0,32.0,14.0,68.0,32.0,32.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,59.0,144.0,87.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,59.0,0.0,0.0
234,50.0,78.0,26.0,0.0,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,26.0
235,57.0,84.0,25.0,0.0,57.0,57.0,0.0,25.0,57.0,25.0,57.0,25.0,57.0
236,45.0,74.0,58.0,0.0,0.0,0.0,45.0,0.0,45.0,45.0,74.0,45.0,45.0
237,39.0,51.0,17.0,0.0,0.0,0.0,0.0,39.0,39.0,51.0,39.0,39.0,17.0
238,42.0,43.0,13.0,0.0,13.0,43.0,43.0,13.0,13.0,13.0,0.0,13.0,13.0
239,51.0,97.0,33.0,0.0,51.0,51.0,0.0,51.0,51.0,0.0,51.0,51.0,0.0
240,26.0,42.0,2.0,0.0,42.0,2.0,2.0,2.0,42.0,2.0,2.0,2.0,42.0
241,36.0,44.0,21.0,0.0,44.0,44.0,21.0,0.0,36.0,44.0,44.0,36.0,44.0
242,52.0,62.0,53.0,0.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0
243,45.0,58.0,27.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0
244,52.0,81.0,49.0,0.0,52.0,52.0,81.0,52.0,0.0,52.0,52.0,52.0,52.0
245,35.0,51.0,38.0,0.0,51.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,51.0
246,48.0,62.0,9.0,0.0,62.0,62.0,9.0,48.0,9.0,48.0,62.0,0.0,48.0
247,51.0,84.0,79.0,0.0,51.0,79.0,79.0,0.0,0.0,79.0,79.0,79.0,0.0
248,11.0,13.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0
250,2.0,3.0,5.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
251,2.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0
252,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
253,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
254,4.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0
255,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
257,3.0,5.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0
258,2.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
259,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0
261,1.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,12.0,14.0,3.0,0.0,12.0,14.0,12.0,12.0,14.0,14.0,12.0,12.0,3.0
264,1.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0
265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
267,3.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0
268,3.0,9.0,1.0,0.0,3.0,0.0,0.0,3.0,9.0,3.0,3.0,3.0,3.0
269,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,16.0,15.0,6.0,0.0,6.0,15.0,6.0,16.0,6.0,16.0,6.0,6.0,15.0
272,6.0,1.0,2.0,0.0,2.0,6.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,3.0,10.0,17.0,0.0,3.0,10.0,17.0,0.0,17.0,10.0,10.0,17.0,17.0
275,26.0,15.0,2.0,0.0,2.0,15.0,15.0,15.0,15.0,2.0,15.0,15.0,2.0
276,16.0,23.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0
277,28.0,44.0,10.0,0.0,28.0,0.0,10.0,0.0,28.0,28.0,28.0,28.0,28.0
278,12.0,17.0,3.0,0.0,3.0,17.0,0.0,0.0,0.0,3.0,17.0,17.0,3.0
279,26.0,36.0,6.0,0.0,6.0,6.0,6.0,6.0,26.0,0.0,6.0,0.0,6.0
280,24.0,16.0,8.0,0.0,24.0,0.0,24.0,24.0,24.0,24.0,0.0,8.0,8.0
281,23.0,36.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,36.0,1.0
282,23.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,32.0,0.0,23.0,23.0
283,22.0,31.0,21.0,0.0,22.0,31.0,22.0,22.0,22.0,21.0,21.0,21.0,22.0
284,37.0,34.0,15.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0
285,22.0,27.0,16.0,0.0,22.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
286,31.0,25.0,10.0,0.0,0.0,31.0,31.0,25.0,25.0,31.0,25.0,10.0,31.0
287,36.0,53.0,8.0,0.0,36.0,0.0,36.0,53.0,36.0,36.0,8.0,0.0,8.0
288,16.0,26.0,16.0,0.0,16.0,26.0,26.0,16.0,16.0,16.0,16.0,16.0,16.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,1.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
291,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
292,1.0,11.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0
293,2.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
294,9.0,23.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0
295,7.0,15.0,1.0,0.0,7.0,7.0,15.0,15.0,1.0,1.0,7.0,15.0,15.0
296,14.0,21.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,0.0,14.0,0.0
297,17.0,22.0,2.0,0.0,22.0,17.0,22.0,0.0,22.0,22.0,22.0,22.0,22.0
298,12.0,17.0,2.0,0.0,17.0,17.0,17.0,17.0,17.0,12.0,17.0,17.0,17.0
299,43.0,51.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,51.0,5.0
300,10.0,15.0,7.0,0.0,15.0,15.0,10.0,15.0,15.0,10.0,10.0,10.0,15.0
301,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
302,17.0,42.0,34.0,0.0,17.0,0.0,42.0,0.0,42.0,0.0,0.0,42.0,0.0
303,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,29.0,42.0,37.0,0.0,29.0,29.0,29.0,37.0,42.0,29.0,29.0,29.0,42.0
306,20.0,36.0,19.0,0.0,20.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,36.0
307,26.0,39.0,0.0,0.0,26.0,26.0,0.0,39.0,39.0,26.0,0.0,26.0,26.0
308,24.0,23.0,21.0,1.0,23.0,1.0,24.0,1.0,21.0,21.0,1.0,1.0,21.0
309,31.0,34.0,4.0,0.0,4.0,31.0,34.0,31.0,0.0,4.0,34.0,4.0,31.0
310,257.0,238.0,195.0,0.0,195.0,195.0,195.0,195.0,195.0,238.0,238.0,238.0,238.0
311,229.0,279.0,248.0,0.0,229.0,229.0,279.0,0.0,248.0,248.0,0.0,0.0,279.0
312,241.0,292.0,203.0,0.0,0.0,0.0,0.0,0.0,292.0,203.0,0.0,0.0,0.0
313,5.0,16.0,4.0,0.0,16.0,16.0,4.0,0.0,5.0,16.0,5.0,16.0,16.0
314,149.0,240.0,80.0,0.0,80.0,0.0,240.0,0.0,0.0,80.0,80.0,149.0,80.0
315,147.0,218.0,38.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,218.0,0.0
316,200.0,229.0,202.0,0.0,200.0,200.0,202.0,200.0,202.0,200.0,229.0,229.0,229.0
317,84.0,102.0,39.0,0.0,39.0,102.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0
